,Unnamed: 0,vintage,country,county,designation,points,price,province,title,variety,winery
7219,7299,2009,US,Knights Valley,Three Coins Betsy's Vineyard,87,28.0,California,Lawer 2009 Three Coins Betsy's Vineyard Syrah (Knights Valley),Syrah,Lawer
7220,7300,2009,US,Carneros,,87,22.0,California,Benessere 2009 Pinot Grigio (Carneros),Pinot Grigio,Benessere
7221,7301,2009,US,Russian River Valley,,82,40.0,California,B.R. Cohn 2009 Pinot Noir (Russian River Valley),Pinot Noir,B.R. Cohn
7222,7302,2009,US,Alexander Valley,Estate,90,42.0,California,Robert Young 2009 Estate Chardonnay (Alexander Valley),Chardonnay,Robert Young
7223,7303,2009,US,Columbia Valley (WA),,91,28.0,Washington,Sinclair Estate Vineyards 2009 Chardonnay (Columbia Valley (WA)),Chardonnay,Sinclair Estate Vineyards
7224,7304,2009,US,Dry Creek Valley,Estate,91,25.0,California,Fritz 2009 Estate Zinfandel (Dry Creek Valley),Zinfandel,Fritz
7225,7305,2009,US,California,,90,13.0,California,Barrel Ranch 2009 Cabernet Sauvignon (California),Cabernet Sauvignon,Barrel Ranch
7226,7306,2009,Italy,Amarone della Valpolicella Classico,,92,50.0,Veneto,Tenute Salvaterra 2009 Amarone della Valpolicella Classico,Red Blend,Tenute Salvaterra
7227,7307,2009,US,Sonoma Valley,Justi Creek Vineyard,88,36.0,California,Dane Cellars 2009 Justi Creek Vineyard Syrah (Sonoma Valley),Syrah,Dane Cellars
7228,7308,2009,France,Champagne,Brut Tradition Millesime,89,45.0,Champagne,Vollereaux 2009 Brut Tradition Millesime (Champagne),Champagne Blend,Vollereaux
7229,7309,2009,Italy,Valpolicella Superiore,,90,40.0,Veneto,Roccolo Grassi 2009 Valpolicella Superiore,"Corvina, Rondinella, Molinara",Roccolo Grassi
7230,7310,2009,US,Santa Maria Valley,Bien Nacido Vineyard,87,50.0,California,Flying Goat Cellars 2009 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Flying Goat Cellars
7231,7311,2009,US,Edna Valley,Paragon Vineyard,92,17.0,California,Tangent 2009 Paragon Vineyard Albarino (Edna Valley),Albarino,Tangent
7232,7312,2009,US,St. Helena,,87,60.0,California,Valley Legend 2009 Cabernet Sauvignon (St. Helena),Cabernet Sauvignon,Valley Legend
7233,7313,2009,US,Grand River Valley,,83,15.0,Ohio,Debonne 2009 Cabernet Franc (Grand River Valley),Cabernet Franc,Debonne
7234,7314,2009,Chile,,Signatura,88,30.0,Maipo Valley,Echeverria 2009 Signatura Syrah (Maipo Valley),Syrah,Echeverria
7235,7315,2009,France,Pessac-Leognan,,89,75.0,Bordeaux,Chateau Mancedre 2009 Pessac-Leognan,Bordeaux-style Red Blend,Chateau Mancedre
7236,7316,2009,Italy,Maremma Toscana,Dromos,89,49.0,Tuscany,Poggio Verrano 2009 Dromos (Maremma Toscana),Red Blend,Poggio Verrano
7237,7317,2009,US,Sonoma Mountain,,89,55.0,California,Aiken 2009 Pinot Noir (Sonoma Mountain),Pinot Noir,Aiken
7238,7318,2009,US,Santa Clara Valley,Therese Vineyards,88,29.0,California,Martin Ranch 2009 Therese Vineyards Carignane (Santa Clara Valley),Carignane,Martin Ranch
7239,7319,2009,US,Arroyo Seco,,85,24.0,California,One Hope 2009 Pinot Noir (Arroyo Seco),Pinot Noir,One Hope
7240,7320,2009,US,Napa Valley,Red,86,38.0,California,Hendry 2009 Red Red (Napa Valley),Bordeaux-style Red Blend,Hendry
7241,7321,2009,US,Dry Creek Valley,Maple Vineyards,86,39.0,California,Armida 2009 Maple Vineyards Zinfandel (Dry Creek Valley),Zinfandel,Armida
7242,7322,2009,US,Green Valley,Keefer Ranch,90,50.0,California,Siduri 2009 Keefer Ranch Pinot Noir (Green Valley),Pinot Noir,Siduri
7243,7324,2009,Spain,Rioja,QP,94,68.0,Northern Spain,Maetierra Dominum 2009 QP (Rioja),Tempranillo Blend,Maetierra Dominum
7244,7325,2009,France,Alsace,,89,17.0,Alsace,La Cave des Vignerons de Pfaffenheim 2009 Riesling (Alsace),Riesling,La Cave des Vignerons de Pfaffenheim
7245,7326,2009,South Africa,,,87,21.0,Western Cape,Mulderbosch 2009 Sauvignon Blanc (Western Cape),Sauvignon Blanc,Mulderbosch
7246,7327,2009,Italy,Barbera d'Asti,,88,19.0,Piedmont,Damilano 2009 Barbera d'Asti,Barbera,Damilano
7247,7328,2009,US,Walla Walla Valley (WA),Stellar,91,48.0,Washington,Five Star Cellars 2009 Stellar Red (Walla Walla Valley (WA)),Bordeaux-style Red Blend,Five Star Cellars
7248,7329,2009,US,California,Reserve,84,8.0,California,Oak Grove 2009 Reserve Pinot Grigio (California),Pinot Grigio,Oak Grove
7249,7330,2009,US,Yakima Valley,Opulento Dessert Wine Touriga-Souzao-Tinto Cao,94,20.0,Washington,Brian Carter Cellars 2009 Opulento Dessert Wine Touriga-Souzao-Tinto Cao Port (Yakima Valley),Port,Brian Carter Cellars
7250,7331,2009,France,Hautes Cotes de Nuits,Vieilles Vignes,86,24.0,Burgundy,Manuel Olivier 2009 Vieilles Vignes (Hautes Cotes de Nuits),Pinot Noir,Manuel Olivier
7251,7332,2009,US,Dundee Hills,Freedom Hill Vineyard,90,60.0,Oregon,Lange 2009 Freedom Hill Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Lange
7252,7333,2009,Spain,Rioja,Vendimia Seleccionada,89,19.0,Northern Spain,Vina Herminia 2009 Vendimia Seleccionada (Rioja),Graciano,Vina Herminia
7253,7334,2009,Italy,Greco di Tufo,,88,,Southern Italy,Mastroberardino 2009 Greco di Tufo,Greco,Mastroberardino
7254,7335,2009,Spain,Catalunya,Proyecto Cu4tro,85,12.0,Catalonia,Bodegas Concavins 2009 Proyecto Cu4tro Red (Catalunya),Red Blend,Bodegas Concavins
7255,7336,2009,Spain,Rueda,,88,18.0,Northern Spain,Martinsancho 2009 Verdejo (Rueda),Verdejo,Martinsancho
7256,7337,2009,Australia,South Australia,Y Series Unwooded,85,10.0,South Australia,Yalumba 2009 Y Series Unwooded Chardonnay (South Australia),Chardonnay,Yalumba
7257,7338,2009,US,Napa Valley,,90,18.0,California,Voss 2009 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,Voss
7258,7339,2009,Italy,Amarone della Valpolicella Classico,Morar,90,69.0,Veneto,Valentina Cubi 2009 Morar (Amarone della Valpolicella Classico),Red Blend,Valentina Cubi
7259,7340,2009,US,Columbia Valley (WA),Cold Creek Vineyard,90,15.0,Washington,Chateau Ste. Michelle 2009 Cold Creek Vineyard Riesling (Columbia Valley (WA)),Riesling,Chateau Ste. Michelle
7260,7341,2009,US,Sonoma Coast,,84,20.0,California,MacMurray Ranch 2009 Chardonnay (Sonoma Coast),Chardonnay,MacMurray Ranch
7261,7342,2009,US,Sonoma County,Journey,89,155.0,California,Matanzas Creek 2009 Journey Red (Sonoma County),Bordeaux-style Red Blend,Matanzas Creek
7262,7343,2009,US,Columbia Valley (WA),Halcyon,86,24.0,Washington,Cloudlift Cellars 2009 Halcyon Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Cloudlift Cellars
7263,7344,2009,Croatia,,G6,88,19.0,Croatia,Bibich 2009 G6 Grenache (Croatia),Grenache,Bibich
7264,7345,2009,Portugal,,Vintage,95,,Port,Warre's 2009 Vintage (Port),Port,Warre's
7265,7346,2009,US,California,Artisan Collection,86,13.0,California,HandCraft 2009 Artisan Collection Petite Sirah (California),Petite Sirah,HandCraft
7266,7347,2009,US,Paso Robles,Wine Bush Vineyard 60% / Steinbeck Vineyard 40%,88,26.0,California,Eberle 2009 Wine Bush Vineyard 60% / Steinbeck Vineyard 40% Zinfandel (Paso Robles),Zinfandel,Eberle
7267,7348,2009,Spain,Utiel-Requena,Albero Bobal,85,6.0,Levante,Iranzo Fields 2009 Albero Bobal Rose (Utiel-Requena),Rose,Iranzo Fields
7268,7349,2009,Australia,Barossa,,85,11.0,South Australia,Peter Lehmann 2009 Chardonnay (Barossa),Chardonnay,Peter Lehmann
7269,7350,2009,Australia,McLaren Vale,Red Silk,90,20.0,South Australia,Oliverhill 2009 Red Silk Shiraz (McLaren Vale),Shiraz,Oliverhill
7270,7351,2009,US,Columbia Valley (WA),Coalescence,90,32.0,Washington,Tulpen 2009 Coalescence Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Tulpen
7271,7352,2009,Spain,Rioja,Reserva,82,19.0,Northern Spain,Larchago 2009 Reserva (Rioja),Tempranillo,Larchago
7272,7353,2009,Spain,Rioja,Hacienda Lopez de Haro Reserva,87,15.0,Northern Spain,Bodega Classica 2009 Hacienda Lopez de Haro Reserva (Rioja),Tempranillo Blend,Bodega Classica
7273,7354,2009,Portugal,,Vale de Cavalos,91,,Douro,Pocas 2009 Vale de Cavalos Red (Douro),Portuguese Red,Pocas
7274,7355,2009,US,Columbia Valley (WA),Star,88,27.0,Washington,Baer 2009 Star Red (Columbia Valley (WA)),Red Blend,Baer
7275,7356,2009,Italy,Sannio,Serrocielo,90,33.0,Southern Italy,Feudi di San Gregorio 2009 Serrocielo Falanghina (Sannio),Falanghina,Feudi di San Gregorio
7276,7357,2009,US,South Coast,,86,27.0,California,Malibu Rocky Oaks 2009 Cabernet Franc,Cabernet Franc,Malibu Rocky Oaks
7277,7358,2009,Italy,Sicilia,,87,16.0,Sicily & Sardinia,Feudo Disisa 2009 Nero d'Avola (Sicilia),Nero d'Avola,Feudo Disisa
7278,7359,2009,US,Sonoma Valley,Old Vine Gehricke Road,84,36.0,California,Dane Cellars 2009 Old Vine Gehricke Road Zinfandel (Sonoma Valley),Zinfandel,Dane Cellars
7279,7360,2009,Italy,Amarone della Valpolicella Classico,,88,86.0,Veneto,Rubinelli Vajol 2009 Amarone della Valpolicella Classico,Red Blend,Rubinelli Vajol
7280,7361,2009,US,Alexander Valley,Archimedes,92,52.0,California,Francis Ford Coppola 2009 Archimedes Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Francis Ford Coppola
7281,7362,2009,Italy,Alto Adige,Brenntal Riserva,90,23.0,Northeastern Italy,Cantina Cortaccia 2009 Brenntal Riserva Gewurztraminer (Alto Adige),Gewurztraminer,Cantina Cortaccia
7282,7363,2009,Italy,Chianti Classico,Il Poggio Riserva,91,60.0,Tuscany,Castello di Monsanto 2009 Il Poggio Riserva (Chianti Classico),Red Blend,Castello di Monsanto
7283,7364,2009,US,Monticello,,87,23.0,Virginia,Keswick Vineyards 2009 Cabernet Franc (Monticello),Cabernet Franc,Keswick Vineyards
7284,7365,2009,Portugal,,Touquinheiras,90,17.0,Vinho Verde,Wines & Winemakers 2009 Touquinheiras White (Vinho Verde),Portuguese White,Wines & Winemakers
7285,7366,2009,US,Wahluke Slope,Stone Tree Vineyard,88,39.0,Washington,Dusted Valley 2009 Stone Tree Vineyard Mourvedre (Wahluke Slope),Mourvedre,Dusted Valley
7286,7367,2009,US,Napa Valley,Barney's Heritage Cuvee,84,29.0,California,Hawkstone 2009 Barney's Heritage Cuvee Chardonnay (Napa Valley),Chardonnay,Hawkstone
7287,7368,2009,New Zealand,,,91,21.0,Marlborough,Spy Valley 2009 Riesling (Marlborough),Riesling,Spy Valley
7288,7369,2009,Chile,,Reserva,85,14.0,Colchagua Valley,Casa Silva 2009 Reserva Merlot (Colchagua Valley),Merlot,Casa Silva
7289,7370,2009,Austria,,Rose Brut,90,25.0,Osterreichischer Sekt,Szigeti 2009 Rose Brut Pinot Noir (Osterreichischer Sekt),Pinot Noir,Szigeti
7290,7371,2009,US,Rockpile,Rocky Reserve Florence Vineyard,88,35.0,California,Carol Shelton 2009 Rocky Reserve Florence Vineyard Zinfandel (Rockpile),Zinfandel,Carol Shelton
7291,7372,2009,France,Chablis,La Sereine,88,20.0,Burgundy,La Chablisienne 2009 La Sereine (Chablis),Chardonnay,La Chablisienne
7292,7373,2009,France,Cahors,D (Re),91,20.0,Southwest France,Lannac Saint-Jean 2009 D (Re) Malbec (Cahors),Malbec,Lannac Saint-Jean
7293,7374,2009,Italy,Montepulciano d'Abruzzo,Riserva Cagiolo,84,37.0,Central Italy,Cantina Tollo 2009 Riserva Cagiolo (Montepulciano d'Abruzzo),Montepulciano,Cantina Tollo
7294,7375,2009,France,Cotes du Rhone,Cuvee Shyrus,91,24.0,Rhone Valley,Domaine Fond Croze 2009 Cuvee Shyrus Syrah (Cotes du Rhone),Syrah,Domaine Fond Croze
7295,7376,2009,Portugal,,Reserva,92,33.0,Alentejano,Herdade de Sao Miguel 2009 Reserva Red (Alentejano),Portuguese Red,Herdade de Sao Miguel
7296,7377,2009,Portugal,,Quinta Senhora da Ribeira Vintage,92,60.0,Port,Dow's 2009 Quinta Senhora da Ribeira Vintage (Port),Port,Dow's
7297,7378,2009,Spain,Rias Baixas,Eidos de Padrinan,89,24.0,Galicia,Adega dos Eidos 2009 Eidos de Padrinan Albarino (Rias Baixas),Albarino,Adega dos Eidos
7298,7379,2009,US,Columbia Valley (WA),Sagemoor Vineyard,91,30.0,Washington,Walla Walla Vintners 2009 Sagemoor Vineyard Malbec (Columbia Valley (WA)),Malbec,Walla Walla Vintners
7299,7380,2009,Portugal,,Outeiro,92,35.0,Alentejano,Terras de Alter 2009 Outeiro Red (Alentejano),Portuguese Red,Terras de Alter
7300,7381,2009,Argentina,Mendoza,,89,13.0,Mendoza Province,Valentin Bianchi 2009 Malbec (Mendoza),Malbec,Valentin Bianchi
7301,7382,2009,Portugal,,Redoma Reserva,93,30.0,Douro,Niepoort 2009 Redoma Reserva White (Douro),Portuguese White,Niepoort
7302,7383,2009,South Africa,,Barrel Selection,89,35.0,Bot River,Wildekrans 2009 Barrel Selection Chenin Blanc (Bot River),Chenin Blanc,Wildekrans
7303,7384,2009,Portugal,,Late Bottled Vintage,87,,Port,Quinta da Pacheca 2009 Late Bottled Vintage (Port),Port,Quinta da Pacheca
7304,7385,2009,Italy,Sicilia,Terrale Oro,83,10.0,Sicily & Sardinia,Calatrasi 2009 Terrale Oro Nero d'Avola (Sicilia),Nero d'Avola,Calatrasi
7305,7386,2009,France,Pomerol,,95,,Bordeaux,Chateau Providence 2009 Pomerol,Bordeaux-style Red Blend,Chateau Providence
7306,7387,2009,US,Napa Valley,Hillside,84,49.0,California,Hensley 2009 Hillside Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Hensley
7307,7388,2009,US,Finger Lakes,Dry,87,13.0,New York,Lakewood 2009 Dry Riesling (Finger Lakes),Riesling,Lakewood
7308,7389,2009,France,Cornas,Coteaux,89,58.0,Rhone Valley,Tardieu-Laurent 2009 Coteaux (Cornas),Syrah,Tardieu-Laurent
7309,7390,2009,Germany,,Auslese,94,200.0,Rheingau,Schloss Johannisberger 2009 Auslese Riesling (Rheingau),Riesling,Schloss Johannisberger
7310,7391,2009,Spain,Emporda,,87,40.0,Northern Spain,Oliver Conti 2009 White (Emporda),White Blend,Oliver Conti
7311,7392,2009,Italy,Venezia Giulia,Braide Alte,90,45.0,Northeastern Italy,Livon 2009 Braide Alte White (Venezia Giulia),White Blend,Livon
7312,7393,2009,US,Columbia Valley (WA),Radieux,89,36.0,Washington,Ott & Murphy 2009 Radieux Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Ott & Murphy
7313,7394,2009,Argentina,Tupungato,Altosur,87,12.0,Mendoza Province,Finca Sophenia 2009 Altosur Merlot (Tupungato),Merlot,Finca Sophenia
7314,7395,2009,Italy,Vino Nobile di Montepulciano,Riserva,94,54.0,Tuscany,Contucci 2009 Riserva (Vino Nobile di Montepulciano),Red Blend,Contucci
7315,7396,2009,US,Sonoma Coast,Akiko's Cuvee,95,52.0,California,Freeman 2009 Akiko's Cuvee Pinot Noir (Sonoma Coast),Pinot Noir,Freeman
7316,7397,2009,US,Red Hills Lake County,,87,65.0,California,Hawk and Horse Vineyards 2009 Cabernet Sauvignon (Red Hills Lake County),Cabernet Sauvignon,Hawk and Horse Vineyards
7317,7398,2009,US,Columbia Valley (WA),Vireo,89,35.0,Washington,Goose Ridge 2009 Vireo Red (Columbia Valley (WA)),Red Blend,Goose Ridge
7318,7399,2009,US,Spring Mountain District,,84,34.0,California,Terra Valentine 2009 Riesling (Spring Mountain District),Riesling,Terra Valentine
7319,7400,2009,France,Vacqueyras,Les Christins,91,31.0,Rhone Valley,Perrin & Fils 2009 Les Christins Red (Vacqueyras),Rhone-style Red Blend,Perrin & Fils
7320,7401,2009,Argentina,Mendoza,Reserve,87,11.0,Mendoza Province,Trivento 2009 Reserve Malbec (Mendoza),Malbec,Trivento
7321,7402,2009,US,Santa Cruz Mountains,,87,20.0,California,Clos La Chance 2009 Chardonnay (Santa Cruz Mountains),Chardonnay,Clos La Chance
7322,7403,2009,Italy,Colli Piacentini,On attend les Invites,84,20.0,Central Italy,Luretta 2009 On attend les Invites Pinot Nero (Colli Piacentini),Pinot Nero,Luretta
7323,7404,2009,New Zealand,,Four Barriques,90,56.0,Marlborough,Nautilus 2009 Four Barriques Pinot Noir (Marlborough),Pinot Noir,Nautilus
7324,7405,2009,Croatia,,Dry Red,88,19.0,Dalmatian Coast,Vuina 2009 Dry Red Plavac Mali (Dalmatian Coast),Plavac Mali,Vuina
7325,7406,2009,US,Rutherford,Tietjen Vineyard,92,72.0,California,Monticello Vineyards 2009 Tietjen Vineyard Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Monticello Vineyards
7326,7407,2009,Spain,Ribera del Duero,,88,96.0,Northern Spain,Senorio de Caleruega 2009 Ribera del Duero,Tempranillo,Senorio de Caleruega
7327,7408,2009,Italy,Barolo,,92,56.0,Piedmont,Cascina Bongiovanni 2009 Barolo,Nebbiolo,Cascina Bongiovanni
7328,7409,2009,US,North Fork of Long Island,Blanc de Blancs,88,60.0,New York,Bedell 2009 Blanc de Blancs Chardonnay (North Fork of Long Island),Chardonnay,Bedell
7329,7410,2009,Argentina,Patagonia,Reserve,89,18.0,Other,Nemesio 2009 Reserve Malbec (Patagonia),Malbec,Nemesio
7330,7411,2009,Italy,Friuli Isonzo,Flors di Uis,92,39.0,Northeastern Italy,Vie di Romans 2009 Flors di Uis White (Friuli Isonzo),White Blend,Vie di Romans
7331,7412,2009,US,Los Carneros,,84,18.0,California,Laurier 2009 Chardonnay (Los Carneros),Chardonnay,Laurier
7332,7413,2009,US,Clarksburg,Grower's Selection,84,15.0,California,The Crusher 2009 Grower's Selection Petite Sirah (Clarksburg),Petite Sirah,The Crusher
7333,7414,2009,France,Bourgogne,,86,,Burgundy,Maurice Ecard 2009 Bourgogne,Chardonnay,Maurice Ecard
7334,7415,2009,US,Finger Lakes,Dry,82,14.0,New York,Hunt Country Vineyards 2009 Dry Riesling (Finger Lakes),Riesling,Hunt Country Vineyards
7335,7416,2009,Australia,Coonawarra,,88,22.0,South Australia,Katnook Estate 2009 Sauvignon Blanc (Coonawarra),Sauvignon Blanc,Katnook Estate
7336,7417,2009,US,Alexander Valley,Warnecke Ranch,82,32.0,California,Ancient Oak Cellars 2009 Warnecke Ranch Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Ancient Oak Cellars
7337,7418,2009,US,Mendocino County,Estate,86,16.0,California,Jaxon Keys 2009 Estate Viognier (Mendocino County),Viognier,Jaxon Keys
7338,7419,2009,US,Livermore Valley,,86,32.0,California,Entropy Cellars 2009 Cabernet Sauvignon (Livermore Valley),Cabernet Sauvignon,Entropy Cellars
7339,7420,2009,Australia,Pemberton,,89,16.0,Western Australia,Robert Oatley 2009 Sauvignon Blanc (Pemberton),Sauvignon Blanc,Robert Oatley
7340,7421,2009,Italy,Colli Orientali del Friuli,Eclisse,90,29.0,Northeastern Italy,La Roncaia 2009 Eclisse White (Colli Orientali del Friuli),White Blend,La Roncaia
7341,7422,2009,Portugal,,Chocapalha Reserva Branco,90,,Lisboa,Quinta de Chocapalha 2009 Chocapalha Reserva Branco White (Lisboa),Portuguese White,Quinta de Chocapalha
7342,7423,2009,Argentina,Mendoza,El Colectivo,88,10.0,Mendoza Province,Argento 2009 El Colectivo Malbec (Mendoza),Malbec,Argento
7343,7424,2009,Portugal,,RPLBV Late Bottled Vintage,91,27.0,Port,Ramos-Pinto 2009 RPLBV Late Bottled Vintage (Port),Port,Ramos-Pinto
7344,7425,2009,Portugal,,Quinta do Carmo,88,20.0,Alentejano,Bacalhoa Wines of Portugal 2009 Quinta do Carmo Red (Alentejano),Portuguese Red,Bacalhoa Wines of Portugal
7345,7426,2009,France,Macon-Villages,,85,17.0,Burgundy,Louis Chevallier 2009 Macon-Villages,Chardonnay,Louis Chevallier
7346,7427,2009,Germany,,Hochheimer Domdechaney Beerenauslese,96,271.0,Rheingau,Domdechant Werner 2009 Hochheimer Domdechaney Beerenauslese Riesling (Rheingau),Riesling,Domdechant Werner
7347,7428,2009,US,Sonoma Valley,,88,20.0,California,Wellington 2009 Merlot (Sonoma Valley),Merlot,Wellington
7348,7429,2009,Argentina,Mendoza,Yauquen,88,12.0,Mendoza Province,Ruca Malen 2009 Yauquen Malbec (Mendoza),Malbec,Ruca Malen
7349,7430,2009,US,Columbia Valley (WA),,88,25.0,Washington,Nota Bene 2009 Syrah (Columbia Valley (WA)),Syrah,Nota Bene
7350,7431,2009,Spain,Valdeorras,,86,19.0,Northern Spain,Vina Godeval 2009 Godello (Valdeorras),Godello,Vina Godeval
7351,7432,2009,US,California,Elena,91,40.0,California,Bella Victorian 2009 Elena Syrah (California),Syrah,Bella Victorian
7352,7433,2009,Italy,Chianti Classico,Fonterutoli,90,28.0,Tuscany,Mazzei 2009 Fonterutoli (Chianti Classico),Sangiovese,Mazzei
7353,7434,2009,Argentina,Mendoza,,84,14.0,Mendoza Province,Noble Aconcagua 2009 Torrontes (Mendoza),Torrontes,Noble Aconcagua
7354,7435,2009,Italy,Brunello di Montalcino,,86,,Tuscany,Colombaio 2009 Brunello di Montalcino,Sangiovese,Colombaio
7355,7436,2009,France,Alsace,Reserve,87,22.0,Alsace,Lucien Albrecht 2009 Reserve Gewurztraminer (Alsace),Gewurztraminer,Lucien Albrecht
7356,7437,2009,Canada,Niagara Peninsula,Indian Summer,90,30.0,Ontario,Cave Spring 2009 Indian Summer Riesling (Niagara Peninsula),Riesling,Cave Spring
7357,7438,2009,US,Santa Barbara County,Precocious,92,55.0,California,Babcock 2009 Precocious Pinot Noir (Santa Barbara County),Pinot Noir,Babcock
7358,7439,2009,US,Columbia Valley (WA),Firehouse Red,87,18.0,Washington,Tamarack Cellars 2009 Firehouse Red Red (Columbia Valley (WA)),Red Blend,Tamarack Cellars
7359,7440,2009,US,Mendocino County,Small Lot Blend,85,11.0,California,Parducci 2009 Small Lot Blend Merlot (Mendocino County),Merlot,Parducci
7360,7442,2009,Italy,Barolo,Riserva,85,102.0,Piedmont,Marchesi di Barolo 2009 Riserva (Barolo),Nebbiolo,Marchesi di Barolo
7361,7443,2009,Argentina,Mendoza,Los Cardos,84,10.0,Mendoza Province,Dona Paula 2009 Los Cardos Sauvignon Blanc (Mendoza),Sauvignon Blanc,Dona Paula
7362,7444,2009,Italy,Barolo,Bricco Sarmassa,92,70.0,Piedmont,Brezza 2009 Bricco Sarmassa (Barolo),Nebbiolo,Brezza
7363,7445,2009,US,Arroyo Grande Valley,Brut de Blancs,87,28.0,California,Laetitia 2009 Brut de Blancs Sparkling (Arroyo Grande Valley),Sparkling Blend,Laetitia
7364,7446,2009,Israel,,Edom,91,35.0,Judean Hills,Psagot 2009 Edom Red (Judean Hills),Bordeaux-style Red Blend,Psagot
7365,7447,2009,US,Santa Barbara County,,87,22.0,California,Sanford 2009 Chardonnay (Santa Barbara County),Chardonnay,Sanford
7366,7448,2009,Argentina,Mendoza,Catena Alta,90,33.0,Mendoza Province,Bodega Catena Zapata 2009 Catena Alta Chardonnay (Mendoza),Chardonnay,Bodega Catena Zapata
7367,7449,2009,Italy,Valpolicella Classico Superiore Ripasso,Pa' Riondo,90,26.0,Veneto,Brunelli 2009 Pa' Riondo (Valpolicella Classico Superiore Ripasso),"Corvina, Rondinella, Molinara",Brunelli
7368,7450,2009,US,Santa Cruz Mountains,Black Ridge Vineyard,92,35.0,California,Folkway 2009 Black Ridge Vineyard Cabernet Sauvignon (Santa Cruz Mountains),Cabernet Sauvignon,Folkway
7369,7451,2009,Austria,,Von den Terrassen,87,14.0,Wagram-Donauland,Josef Ehmoser 2009 Von den Terrassen Gruner Veltliner (Wagram-Donauland),Gruner Veltliner,Josef Ehmoser
7370,7452,2009,Italy,Puglia,Kebir,86,25.0,Southern Italy,Torrevento 2009 Kebir Red (Puglia),Red Blend,Torrevento
7371,7453,2009,US,Columbia Valley (WA),,87,15.0,Washington,Flying Fish 2009 Merlot (Columbia Valley (WA)),Merlot,Flying Fish
7372,7454,2009,US,Walla Walla Valley (WA),Trine,89,60.0,Washington,Pepper Bridge 2009 Trine Red (Walla Walla Valley (WA)),Bordeaux-style Red Blend,Pepper Bridge
7373,7455,2009,Austria,,Estoras,92,40.0,Burgenland,Esterhazy 2009 Estoras Red (Burgenland),Austrian Red Blend,Esterhazy
7374,7456,2009,US,Russian River Valley,Acorn Hill Alegria Vineyards,86,45.0,California,Acorn 2009 Acorn Hill Alegria Vineyards Red (Russian River Valley),Red Blend,Acorn
7375,7457,2009,US,Sonoma Valley,Magnolia Lane,87,15.0,California,Kunde 2009 Magnolia Lane Sauvignon Blanc (Sonoma Valley),Sauvignon Blanc,Kunde
7376,7458,2009,US,Sonoma County,55% Slope,91,45.0,California,Hidden Ridge 2009 55% Slope Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,Hidden Ridge
7377,7459,2009,Chile,,Los Vascos,85,14.0,Colchagua Valley,Domaines Barons de Rothschild (Lafite) 2009 Los Vascos Chardonnay (Colchagua Valley),Chardonnay,Domaines Barons de Rothschild (Lafite)
7378,7460,2009,France,Echezeaux,Echezeaux,95,370.0,Burgundy,Domaine Jacques Prieur 2009 Echezeaux (Echezeaux),Pinot Noir,Domaine Jacques Prieur
7379,7461,2009,US,Napa Valley,Priest Ranch,83,24.0,California,Somerston 2009 Priest Ranch Sauvignon Blanc (Napa Valley),Sauvignon Blanc,Somerston
7380,7462,2009,France,Cotes du Rhone,,89,12.0,Rhone Valley,Domaine Charles Thomas 2009 Red (Cotes du Rhone),Rhone-style Red Blend,Domaine Charles Thomas
7381,7463,2009,US,Red Mountain,Ciel du Cheval Vineyard Red Wine,95,38.0,Washington,Seven Hills 2009 Ciel du Cheval Vineyard Red Wine Red (Red Mountain),Bordeaux-style Red Blend,Seven Hills
7382,7464,2009,Italy,Salento,Codici,85,11.0,Southern Italy,Mondo del Vino 2009 Codici Primitivo (Salento),Primitivo,Mondo del Vino
7383,7465,2009,US,Alexander Valley,,88,22.0,California,Hobo 2009 Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Hobo
7384,7466,2009,Chile,,Rose,84,7.0,Colchagua Valley,La Playa 2009 Rose Cabernet Sauvignon (Colchagua Valley),Cabernet Sauvignon,La Playa
7385,7467,2009,Italy,Soave Classico,Monte Alto,87,39.0,Veneto,Ca' Rugate 2009 Monte Alto (Soave Classico),Garganega,Ca' Rugate
7386,7468,2009,Spain,Ribera del Duero,Single Vineyard Roble,86,13.0,Northern Spain,Finca El Encinal 2009 Single Vineyard Roble (Ribera del Duero),Tempranillo,Finca El Encinal
7387,7469,2009,US,Amador County,ReZerve,90,24.0,California,Sobon Estate 2009 ReZerve Primitivo (Amador County),Primitivo,Sobon Estate
7388,7470,2009,Argentina,Mendoza,Family Vineyards Organic Legacy Old Vines Single Vineyard,82,25.0,Mendoza Province,Caligiore 2009 Family Vineyards Organic Legacy Old Vines Single Vineyard Malbec (Mendoza),Malbec,Caligiore
