vintage,country,county,designation,points,price,province,title,variety,winery
1/1/2005,Italy,Brunello di Montalcino,Selezione Madonna delle Grazie,88,90,Tuscany,Il Marroneto 2005 Selezione Madonna delle Grazie (Brunello di Montalcino),Sangiovese Grosso,Il Marroneto
1/1/2005,US,Columbia Valley (WA),,94,29,Washington,Robert Karl 2005 Syrah (Columbia Valley (WA)),Syrah,Robert Karl
1/1/2005,US,California,Vintner's Selection,84,10,California,Arrow Creek 2005 Vintner's Selection Merlot (California),Merlot,Arrow Creek
1/1/2005,Spain,Rioja,Aurus,94,248,Northern Spain,Finca Allende 2005 Aurus (Rioja),Tempranillo Blend,Finca Allende
1/1/2005,US,Russian River Valley,,84,42,California,Ancien 2005 Pinot Noir (Russian River Valley),Pinot Noir,Ancien
1/1/2005,France,Madiran,Autour du Fruit,86,,Southwest France,Vignobles Laplace 2005 Autour du Fruit Tannat (Madiran),Tannat,Vignobles Laplace
1/1/2005,US,Finger Lakes,,87,20,New York,Red Newt Cellars 2005 Cabernet Franc (Finger Lakes),Cabernet Franc,Red Newt Cellars
1/1/2005,Italy,Amarone della Valpolicella Classico,Gaso,91,,Veneto,San Rustico 2005 Gaso (Amarone della Valpolicella Classico),"Corvina, Rondinella, Molinara",San Rustico
1/1/2005,France,Champagne,Cristal Brut Rosé,96,595,Champagne,Louis Roederer 2005 Cristal Brut Rosé (Champagne),Champagne Blend,Louis Roederer
1/1/2005,Italy,Chianti Classico,Riserva di Famiglia,89,38,Tuscany,Cecchi 2005 Riserva di Famiglia (Chianti Classico),Sangiovese,Cecchi
1/1/2005,France,Vin de Pays des Côtes de Gascogne,Château Bouscassé Menhir,94,,Southwest France,Alain Brumont 2005 Château Bouscassé Menhir Tannat-Merlot (Vin de Pays des Côtes de Gascogne),Tannat-Merlot,Alain Brumont
1/1/2005,US,Oregon,,87,14,Oregon,Firesteed 2005 Pinot Noir (Oregon),Pinot Noir,Firesteed
1/1/2005,Italy,Sicilia,Il Moro,87,21,Sicily & Sardinia,Valle dell'Acate 2005 Il Moro Nero d'Avola (Sicilia),Nero d'Avola,Valle dell'Acate
1/1/2005,US,Napa Valley,Rendezvous,91,65,California,Trespass 2005 Rendezvous Red (Napa Valley),Bordeaux-style Red Blend,Trespass
1/1/2005,Portugal,,Grilos,88,11,Dão,Dão Sul 2005 Grilos Red (Dão),Portuguese Red,Dão Sul
1/1/2005,France,Fleurie,Cuvée Spéciale,91,22,Beaujolais,Domaine Chignard 2005 Cuvée Spéciale (Fleurie),Gamay,Domaine Chignard
1/1/2005,US,Sonoma County,Cinq Cepages,92,75,California,Chateau St. Jean 2005 Cinq Cepages Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,Chateau St. Jean
1/1/2005,US,Russian River Valley,,87,40,California,Davis Family 2005 Pinot Noir (Russian River Valley),Pinot Noir,Davis Family
1/1/2005,Greece,,,85,20,Attica,Papagiannakos 2005 Agiorgitiko (Attica),Agiorgitiko,Papagiannakos
1/1/2005,US,Alexander Valley,Scion,93,58,California,Robert Young 2005 Scion Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Robert Young
1/1/2005,France,Champagne,Vintage Brut,90,,Champagne,Thiénot 2005 Vintage Brut (Champagne),Champagne Blend,Thiénot
1/1/2005,Italy,Brunello di Montalcino,,90,60,Tuscany,Máté 2005 Brunello di Montalcino,Sangiovese Grosso,Máté
1/1/2005,Chile,,Gran Reserva,88,15,Maipo Valley,Portal Del Alto 2005 Gran Reserva Carmenère (Maipo Valley),Carmenère,Portal Del Alto
1/1/2005,Argentina,Mendoza,,86,18,Mendoza Province,Felipe Rutini 2005 Malbec (Mendoza),Malbec,Felipe Rutini
1/1/2005,France,Aloxe-Corton,Les Chaillots Premier Cru,88,60,Burgundy,Louis Latour 2005 Les Chaillots Premier Cru (Aloxe-Corton),Pinot Noir,Louis Latour
1/1/2005,Portugal,,,87,19,Alentejano,Herdade do Esporão 2005 Syrah (Alentejano),Syrah,Herdade do Esporão
1/1/2005,Australia,Barossa Valley,The Standish Single Vineyard,96,135,South Australia,Standish 2005 The Standish Single Vineyard Shiraz (Barossa Valley),Shiraz,Standish
1/1/2005,US,Paso Robles,HMR Estate Santa Lucia Highland Range,88,35,California,Adelaida 2005 HMR Estate Santa Lucia Highland Range Chardonnay (Paso Robles),Chardonnay,Adelaida
1/1/2005,US,Russian River Valley,Russian River Selection,91,42,California,Gary Farrell 2005 Russian River Selection Pinot Noir (Russian River Valley),Pinot Noir,Gary Farrell
1/1/2005,France,Pouilly-Fumé,,90,35,Loire Valley,Château de Tracy 2005 Pouilly-Fumé,Sauvignon Blanc,Château de Tracy
1/1/2005,Italy,Alto Adige,Vorberg Riserva,90,28,Northeastern Italy,Cantina Terlano 2005 Vorberg Riserva Pinot Bianco (Alto Adige),Pinot Bianco,Cantina Terlano
1/1/2005,US,Alexander Valley,Estate Grown,87,35,California,Sausal 2005 Estate Grown Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Sausal
1/1/2005,Australia,McLaren Vale,The Villain,89,24,South Australia,Hugh Hamilton 2005 The Villain Cabernet Sauvignon (McLaren Vale),Cabernet Sauvignon,Hugh Hamilton
1/1/2005,US,Sonoma Valley,Jack London Vineyard,86,35,California,Kenwood 2005 Jack London Vineyard Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,Kenwood
1/1/2005,Italy,Barbera d'Alba,,86,14,Piedmont,Pelassa 2005 Barbera d'Alba,Barbera,Pelassa
1/1/2005,France,Bordeaux Supérieur,Tradition,85,60,Bordeaux,Château Thuron 2005 Tradition (Bordeaux Supérieur),Bordeaux-style Red Blend,Château Thuron
1/1/2005,Spain,Rioja,Gran Reserva,93,33,Northern Spain,Beronia 2005 Gran Reserva (Rioja),Red Blend,Beronia
1/1/2005,Italy,Brunello di Montalcino,,92,,Tuscany,Biondi Santi 2005 Brunello di Montalcino,Sangiovese Grosso,Biondi Santi
1/1/2005,US,Columbia Valley (WA),Cold Creek Vineyard,88,28,Washington,Chateau Ste. Michelle 2005 Cold Creek Vineyard Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Chateau Ste. Michelle
1/1/2005,Italy,Sant'Antimo,TÃ¹ran,89,,Tuscany,Tenute Silvio Nardi 2005 TÃ¹ran Red (Sant'Antimo),Red Blend,Tenute Silvio Nardi
1/1/2005,Spain,Rioja,Sombrero Rojo Crianza,84,17,Northern Spain,Bodegas Barriosa 2005 Sombrero Rojo Crianza (Rioja),Tempranillo,Bodegas Barriosa
1/1/2005,US,Columbia Valley (WA),Red Roan Red Wine,88,30,Washington,Tagaris 2005 Red Roan Red Wine Red (Columbia Valley (WA)),Red Blend,Tagaris
1/1/2005,US,Columbia Valley (WA),,91,29,Washington,Beresan 2005 Merlot (Columbia Valley (WA)),Merlot,Beresan
1/1/2005,Spain,Rioja,Capricho de Landaluce,93,50,Northern Spain,Bodegas Landaluce 2005 Capricho de Landaluce (Rioja),Tempranillo,Bodegas Landaluce
1/1/2005,Spain,Jumilla,Shiraz - Cabernet - Monastrell,86,10,Levante,Mad Dogs & Englishmen 2005 Shiraz - Cabernet - Monastrell Red (Jumilla),Red Blend,Mad Dogs & Englishmen
1/1/2005,South Africa,,,87,23,Swartland,Spice Route 2005 Pinotage (Swartland),Pinotage,Spice Route
1/1/2005,US,Willamette Valley,Shea Vineyard,90,75,Oregon,Torii Mor 2005 Shea Vineyard Pinot Noir,Pinot Noir,Torii Mor
1/1/2005,US,Chalk Hill,Unfined & Unfiltered Estate,90,45,California,Chalk Hill 2005 Unfined & Unfiltered Estate Chardonnay (Chalk Hill),Chardonnay,Chalk Hill
1/1/2005,Italy,Orvieto,Vigna Tragugnano,86,16,Central Italy,Sergio Mottura 2005 Vigna Tragugnano (Orvieto),White Blend,Sergio Mottura
1/1/2005,Chile,,Reserva,82,13,Molina,Echeverria 2005 Reserva Merlot (Molina),Merlot,Echeverria
1/1/2005,New Zealand,,Gimblett Road,90,19,Hawke's Bay,CJ Pask 2005 Gimblett Road Syrah (Hawke's Bay),Syrah,CJ Pask
1/1/2005,US,Russian River Valley,DaKine Vineyard,89,45,California,Longboard 2005 DaKine Vineyard Syrah (Russian River Valley),Syrah,Longboard
1/1/2005,Australia,Adelaide Hills,,89,31,South Australia,Shaw and Smith 2005 Shiraz (Adelaide Hills),Shiraz,Shaw and Smith
1/1/2005,Portugal,,Reserva,91,28,Douro,Quinta das Tecedeiras 2005 Reserva Red (Douro),Portuguese Red,Quinta das Tecedeiras
1/1/2005,US,Wahluke Slope,Clifton Hill,87,38,Washington,Chatter Creek 2005 Clifton Hill Syrah (Wahluke Slope),Syrah,Chatter Creek
1/1/2005,Australia,South Eastern Australia,,85,12,Australia Other,McWilliam's Hanwood Estate 2005 Merlot (South Eastern Australia),Merlot,McWilliam's Hanwood Estate
1/1/2005,Italy,Barolo,Villero Riserva,92,58,Piedmont,Franco Molino Cascina Rocca 2005 Villero Riserva (Barolo),Nebbiolo,Franco Molino Cascina Rocca
1/1/2005,Italy,Toscana,Le Stanze,93,70,Tuscany,Poliziano 2005 Le Stanze Red (Toscana),Red Blend,Poliziano
1/1/2005,US,Sierra Foothills,Grand Reserve,85,35,California,French Hill 2005 Grand Reserve Barbera (Sierra Foothills),Barbera,French Hill
1/1/2005,US,Marin County,,88,30,California,Kendric 2005 Pinot Noir (Marin County),Pinot Noir,Kendric
1/1/2005,Italy,Coda di Volpe d'Irpinia,C,85,14,Southern Italy,Di Meo 2005 C (Coda di Volpe d'Irpinia),Coda di Volpe,Di Meo
1/1/2005,US,California,,85,10,California,Meridian 2005 Merlot (California),Merlot,Meridian
1/1/2005,US,Central Coast,Black-Chinned,83,18,California,Clos La Chance 2005 Black-Chinned Syrah (Central Coast),Syrah,Clos La Chance
1/1/2005,Italy,Toscana,Patrimonio,86,15,Tuscany,Antonino Tringali-Casanuova 2005 Patrimonio Sangiovese (Toscana),Sangiovese,Antonino Tringali-Casanuova
1/1/2005,US,Paso Robles,Vintage Port,85,34,California,Robert Hall 2005 Vintage Port Port (Paso Robles),Port,Robert Hall
1/1/2005,France,Clos de Tart,,98,319,Burgundy,Clos de Tart 2005 Clos de Tart,Pinot Noir,Clos de Tart
1/1/2005,US,Mount Veeder,VGS,94,45,California,Château Potelle 2005 VGS Chardonnay (Mount Veeder),Chardonnay,Château Potelle
1/1/2005,Spain,Ribera del Duero,Crianza,89,34,Northern Spain,Pago de los Capellanes 2005 Crianza (Ribera del Duero),Tempranillo Blend,Pago de los Capellanes
1/1/2005,US,Columbia Valley (WA),Two Vines,85,8,Washington,Columbia Crest 2005 Two Vines Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Columbia Crest
1/1/2005,Spain,Mentrida,,91,24,Central Spain,Tres Patas 2005 Grenache-Syrah (Mentrida),Grenache-Syrah,Tres Patas
1/1/2005,Italy,Sicilia,Montenero,88,48,Sicily & Sardinia,Abbazia Santa Anastasia 2005 Montenero Red (Sicilia),Red Blend,Abbazia Santa Anastasia
1/1/2005,US,Napa Valley,Rooftop Red,84,20,California,C&T; 2005 Rooftop Red Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,C&T;
1/1/2005,Italy,Venezia Giulia,Anfora Breg,93,120,Northeastern Italy,Gravner 2005 Anfora Breg White (Venezia Giulia),White Blend,Gravner
1/1/2005,France,Saint-Émilion,,93,,Bordeaux,Château Magdelaine 2005 Saint-Émilion,Bordeaux-style Red Blend,Château Magdelaine
1/1/2005,Italy,Collio,Mongris Riserva,89,30,Northeastern Italy,Marco Felluga 2005 Mongris Riserva Pinot Grigio (Collio),Pinot Grigio,Marco Felluga
1/1/2005,Spain,Ribera del Duero,Crianza,91,13,Northern Spain,Condado de Oriza 2005 Crianza (Ribera del Duero),Tempranillo Blend,Condado de Oriza
1/1/2005,US,Alexander Valley,Christopher's,93,100,California,Stonestreet 2005 Christopher's Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Stonestreet
1/1/2005,Italy,Barbaresco,Valeriano,91,100,Piedmont,La Spinetta 2005 Valeriano (Barbaresco),Nebbiolo,La Spinetta
1/1/2005,France,Premieres Côtes de Blaye,Les Ailes du Moulin,90,70,Bordeaux,Château Moulin de Grillet 2005 Les Ailes du Moulin (Premieres Côtes de Blaye),Bordeaux-style Red Blend,Château Moulin de Grillet
1/1/2005,US,Napa Valley,,88,48,California,C. Beck 2005 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,C. Beck
1/1/2005,US,Napa Valley,Estate Bottled,90,35,California,St. Supéry 2005 Estate Bottled Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,St. Supéry
1/1/2005,Italy,Lison-Pramaggiore,Roggio dei Roveri Riserva,86,,Veneto,Bosco del Merlo 2005 Roggio dei Roveri Riserva Refosco (Lison-Pramaggiore),Refosco,Bosco del Merlo
1/1/2005,US,Santa Maria Valley,Tepusquet Vineyard,89,19,California,Cambria 2005 Tepusquet Vineyard Syrah (Santa Maria Valley),Syrah,Cambria
1/1/2005,US,Spring Mountain District,Special Blend,86,40,California,Amicus by X Winery 2005 Special Blend Red (Spring Mountain District),Bordeaux-style Red Blend,Amicus by X Winery
1/1/2005,US,Santa Cruz Mountains,J.D. Hurley,89,30,California,Martin Ranch 2005 J.D. Hurley Cabernet Sauvignon (Santa Cruz Mountains),Cabernet Sauvignon,Martin Ranch
1/1/2005,US,Napa Valley,,92,40,California,Surh Luchtel 2005 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Surh Luchtel
1/1/2005,US,Yakima Valley,,87,15,Washington,Townshend 2005 Lemberger (Yakima Valley),Lemberger,Townshend
1/1/2005,Italy,Toscana,Dedicato a Walter,95,80,Tuscany,Poggio al Tesoro 2005 Dedicato a Walter Cabernet Franc (Toscana),Cabernet Franc,Poggio al Tesoro
1/1/2005,US,Diamond Mountain District,Monhoff Vineyard,90,45,California,Von Strasser 2005 Monhoff Vineyard Zinfandel (Diamond Mountain District),Zinfandel,Von Strasser
1/1/2005,Italy,Barbera d'Alba,Costa Bruna,90,26,Piedmont,Poderi Colla 2005 Costa Bruna (Barbera d'Alba),Barbera,Poderi Colla
1/1/2005,US,Temecula,Due Figli,83,35,California,Palumbo Family Vineyards 2005 Due Figli Sangiovese (Temecula),Sangiovese,Palumbo Family Vineyards
1/1/2005,Italy,Toscana,Sasyr,88,17,Tuscany,Rocca delle MacÃ¬e 2005 Sasyr Red (Toscana),Red Blend,Rocca delle MacÃ¬e
1/1/2005,US,Sonoma County,,84,22,California,St. Francis 2005 Merlot (Sonoma County),Merlot,St. Francis
1/1/2005,US,Wahluke Slope,Riverbend Red,91,32,Washington,Fielding Hills 2005 Riverbend Red Red (Wahluke Slope),Red Blend,Fielding Hills
1/1/2005,US,Santa Barbara County,,84,28,California,Sunstone 2005 Merlot (Santa Barbara County),Merlot,Sunstone
1/1/2005,Argentina,Mendoza,Finca,90,20,Mendoza Province,Qaramy 2005 Finca Red (Mendoza),Red Blend,Qaramy
1/1/2005,Australia,South Eastern Australia,Fishcage,87,13,Australia Other,Hungerford Hill 2005 Fishcage Shiraz-Viognier (South Eastern Australia),Shiraz-Viognier,Hungerford Hill
1/1/2005,US,Horse Heaven Hills,,87,25,Washington,Zefina 2005 Tempranillo (Horse Heaven Hills),Tempranillo,Zefina
1/1/2005,Italy,Barolo,Cannubi Riserva,88,,Piedmont,Borgogno F.lli Serio e Battista 2005 Cannubi Riserva (Barolo),Nebbiolo,Borgogno F.lli Serio e Battista
1/1/2005,France,Meursault,Les Tessons,91,93,Burgundy,Pierre Morey 2005 Les Tessons (Meursault),Chardonnay,Pierre Morey
1/1/2005,US,Sonoma County,,84,16,California,Diablita 2005 Red (Sonoma County),Red Blend,Diablita
1/1/2005,Spain,Valdepeñas,Crianza,83,11,Central Spain,Viña Albali 2005 Crianza Tempranillo (Valdepeñas),Tempranillo,Viña Albali
1/1/2005,Italy,Brunello di Montalcino,,89,49,Tuscany,SassodiSole 2005 Brunello di Montalcino,Sangiovese Grosso,SassodiSole
1/1/2005,Italy,Barbaresco,Casot Riserva,88,,Piedmont,Nada Giuseppe 2005 Casot Riserva (Barbaresco),Nebbiolo,Nada Giuseppe
1/1/2005,Australia,Mornington Peninsula,Unwooded,87,17,Victoria,Cooralook 2005 Unwooded Chardonnay (Mornington Peninsula),Chardonnay,Cooralook
1/1/2005,France,Beaune,Clos des Fèves Premier Cru,94,85,Burgundy,Chanson Père et Fils 2005 Clos des Fèves Premier Cru (Beaune),Pinot Noir,Chanson Père et Fils
1/1/2005,South Africa,,Gravel Hill,89,139,Stellenbosch,Hartenberg 2005 Gravel Hill Shiraz (Stellenbosch),Shiraz,Hartenberg
1/1/2005,Portugal,,Quinta la Rosa,90,20,Douro,Quinta de la Rosa 2005 Quinta la Rosa Red (Douro),Portuguese Red,Quinta de la Rosa
1/1/2005,Spain,Empordà,Masia Carreras,89,42,Northern Spain,Martí Fabra 2005 Masia Carreras Red (Empordà),Red Blend,Martí Fabra
1/1/2005,Italy,Amarone della Valpolicella Classico,Podere Cariano,88,33,Veneto,Le Bertarole 2005 Podere Cariano (Amarone della Valpolicella Classico),"Corvina, Rondinella, Molinara",Le Bertarole
1/1/2005,Portugal,,Barco Negro,90,12,Douro,J. & F. Lurton 2005 Barco Negro Red (Douro),Portuguese Red,J. & F. Lurton
1/1/2005,US,Sonoma Valley,Reserve,84,35,California,Kunde 2005 Reserve Chardonnay (Sonoma Valley),Chardonnay,Kunde
1/1/2005,Spain,La Mancha,El Vínculo,84,32,Central Spain,Bodegas Alejandro Fernandez 2005 El Vínculo Tempranillo (La Mancha),Tempranillo,Bodegas Alejandro Fernandez
1/1/2005,US,Napa Valley,Massa Ranch,86,40,California,Hopper Creek 2005 Massa Ranch Petit Verdot (Napa Valley),Petit Verdot,Hopper Creek
1/1/2005,US,Santa Lucia Highlands,Sleepy Hollow Vineyard,90,38,California,La Rochelle 2005 Sleepy Hollow Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,La Rochelle
1/1/2005,Spain,Somontano,Crianza,89,20,Northern Spain,Enate 2005 Crianza Tempranillo-Cabernet Sauvignon (Somontano),Tempranillo-Cabernet Sauvignon,Enate
1/1/2005,US,Livermore Valley,,87,24,California,Fenestra 2005 Pinot Noir (Livermore Valley),Pinot Noir,Fenestra
1/1/2005,US,Monterey County,Lakeview Vineyards,80,17,California,Ronan 2005 Lakeview Vineyards Syrah (Monterey County),Syrah,Ronan
1/1/2005,US,Central Coast,,84,10,California,Mandolin 2005 Merlot (Central Coast),Merlot,Mandolin
1/1/2005,Italy,Taurasi,Tenuta di Altavilla,92,,Southern Italy,Villa Matilde 2005 Tenuta di Altavilla (Taurasi),Aglianico,Villa Matilde
1/1/2005,Italy,Brunello di Montalcino,Helichrysum,94,55,Tuscany,San Polino 2005 Helichrysum (Brunello di Montalcino),Sangiovese Grosso,San Polino
1/1/2005,US,Carneros,Block F5,92,45,California,Cuvaison 2005 Block F5 Pinot Noir (Carneros),Pinot Noir,Cuvaison
1/1/2005,US,Oregon,Cuvée Romy,88,90,Oregon,Gypsy Dancer 2005 Cuvée Romy Pinot Noir (Oregon),Pinot Noir,Gypsy Dancer
1/1/2005,France,Chablis,Montée de Tonnerre Premier Cru,92,32,Burgundy,Simonnet-Febvre 2005 Montée de Tonnerre Premier Cru (Chablis),Chardonnay,Simonnet-Febvre
1/1/2005,US,Oakville,Alexis,92,75,California,Swanson 2005 Alexis Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Swanson
1/1/2005,US,Mount Harlan,Ryan Vineyard,86,40,California,Calera 2005 Ryan Vineyard Pinot Noir (Mount Harlan),Pinot Noir,Calera
1/1/2005,US,Clements Hills,Los Robles Vineyard,81,20,California,Watts 2005 Los Robles Vineyard Malbec (Clements Hills),Malbec,Watts
1/1/2005,Israel,,Wadi Katlav Kosher,88,47,Judean Hills,Katlav 2005 Wadi Katlav Kosher Red (Judean Hills),Red Blend,Katlav
1/1/2005,France,Crémant de Bourgogne,Pur Chardonnay,90,25,Burgundy,Bailly-Lapierre 2005 Pur Chardonnay (Crémant de Bourgogne),Chardonnay,Bailly-Lapierre
1/1/2005,US,Yakima Valley,,85,23,Washington,Steppe Cellars 2005 Merlot (Yakima Valley),Merlot,Steppe Cellars
1/1/2005,US,Santa Maria Valley,ZB Bien Nacido Vineyard,83,46,California,Kynsi 2005 ZB Bien Nacido Vineyard Syrah (Santa Maria Valley),Syrah,Kynsi
1/1/2005,Germany,,Erbes Riesling Trocken Sekt,86,29,Mosel-Saar-Ruwer,Karl Erbes 2005 Erbes Riesling Trocken Sekt Riesling (Mosel-Saar-Ruwer),Riesling,Karl Erbes
1/1/2005,US,Columbia Valley (WA),,87,27,Washington,Bergevin Lane 2005 Merlot (Columbia Valley (WA)),Merlot,Bergevin Lane
1/1/2005,US,Napa Valley,Estate Reserve,89,52,California,Pope Valley Winery 2005 Estate Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Pope Valley Winery
1/1/2005,France,Fronsac,Prestige,92,19,Bordeaux,Château les Tonnelles 2005 Prestige (Fronsac),Bordeaux-style Red Blend,Château les Tonnelles
1/1/2005,Spain,Ribera del Duero,Reserva,88,29,Northern Spain,Viña Vilano 2005 Reserva (Ribera del Duero),Tempranillo,Viña Vilano
1/1/2005,France,Champagne,Blanc de Blancs Brut,91,,Champagne,Pannier 2005 Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Pannier
1/1/2005,US,Santa Cruz Mountains,Gist Ranch,89,45,California,Thomas Fogarty 2005 Gist Ranch Chardonnay (Santa Cruz Mountains),Chardonnay,Thomas Fogarty
1/1/2005,US,Dry Creek Valley,The Mariner,87,40,California,Dry Creek Vineyard 2005 The Mariner Meritage (Dry Creek Valley),Meritage,Dry Creek Vineyard
1/1/2005,US,California,,82,12,California,Congress Springs 2005 Cabernet Sauvignon (California),Cabernet Sauvignon,Congress Springs
1/1/2005,Portugal,,,87,,Alentejano,Cortes de Cima 2005 Red (Alentejano),Portuguese Red,Cortes de Cima
1/1/2005,Italy,Sant'Antimo,Nearco,91,68,Tuscany,Col d'Orcia 2005 Nearco Red (Sant'Antimo),Red Blend,Col d'Orcia
1/1/2005,US,Napa Valley,Unfiltered,89,60,California,Newton 2005 Unfiltered Merlot (Napa Valley),Merlot,Newton
1/1/2005,France,Margaux,,93,,Bordeaux,Château Marquis de Terme 2005 Margaux,Bordeaux-style Red Blend,Château Marquis de Terme
1/1/2005,US,Napa Valley,The Winemaster,85,80,California,Cosentino 2005 The Winemaster Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Cosentino
1/1/2005,US,Central Coast,,83,20,California,Hahn 2005 Meritage (Central Coast),Meritage,Hahn
1/1/2005,US,Rutherford,,91,60,California,Round Pond 2005 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Round Pond
1/1/2005,US,Finger Lakes,,84,17,New York,Sheldrake Point 2005 Cabernet Franc (Finger Lakes),Cabernet Franc,Sheldrake Point
1/1/2005,Australia,Yarra Valley,,90,35,Victoria,Yeringberg 2005 Chardonnay (Yarra Valley),Chardonnay,Yeringberg
1/1/2005,US,Napa Valley,,93,60,California,Peter Franus 2005 Red (Napa Valley),Bordeaux-style Red Blend,Peter Franus
1/1/2005,US,Santa Maria Valley,Sierra Madre Vineyard,87,24,California,Kenneth Volk 2005 Sierra Madre Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Kenneth Volk
1/1/2005,US,Oregon,Red Table Wine,87,16,Oregon,Sineann 2005 Red Table Wine Red (Oregon),Red Blend,Sineann
1/1/2005,Spain,Rías Baixas,Turonia,88,20,Galicia,Quinta Couselo 2005 Turonia Albariño (Rías Baixas),Albariño,Quinta Couselo
1/1/2005,France,Beaune,Clos des Mouches Premier Cru,85,105,Burgundy,Chanson Père et Fils 2005 Clos des Mouches Premier Cru (Beaune),Chardonnay,Chanson Père et Fils
1/1/2005,US,Santa Ynez Valley,,93,34,California,Dierberg 2005 Syrah (Santa Ynez Valley),Syrah,Dierberg
1/1/2005,US,Santa Barbara County,Heritage Cuvée,82,18,California,Curtis 2005 Heritage Cuvée Red (Santa Barbara County),Rhône-style Red Blend,Curtis
1/1/2005,Italy,Etna,Pietramarina,91,45,Sicily & Sardinia,Benanti 2005 Pietramarina (Etna),Carricante,Benanti
1/1/2005,France,Saint-Émilion,,93,,Bordeaux,Château Figeac 2005 Saint-Émilion,Bordeaux-style Red Blend,Château Figeac
1/1/2005,US,Santa Ynez Valley,,88,25,California,Kaena 2005 Grenache (Santa Ynez Valley),Grenache,Kaena
1/1/2005,South Africa,,Redhill,89,30,Stellenbosch,Simonsig 2005 Redhill Pinotage (Stellenbosch),Pinotage,Simonsig
1/1/2005,Spain,Vino de la Tierra de Castilla,Librato,86,12,Central Spain,Bodegas Aresan 2005 Librato Red (Vino de la Tierra de Castilla),Red Blend,Bodegas Aresan
1/1/2005,Australia,Margaret River,,89,17,Western Australia,Wildberry Estate 2005 Shiraz (Margaret River),Shiraz,Wildberry Estate
1/1/2005,Australia,Coonawarra,First Eleven,92,60,South Australia,Jim Barry 2005 First Eleven Cabernet Sauvignon (Coonawarra),Cabernet Sauvignon,Jim Barry
1/1/2005,France,Nuits-St.-Georges,Les Damodes Premier Cru,88,,Burgundy,Corton André 2005 Les Damodes Premier Cru (Nuits-St.-Georges),Pinot Noir,Corton André
1/1/2005,US,Fiddletown,Old Vine,88,28,California,Easton 2005 Old Vine Zinfandel (Fiddletown),Zinfandel,Easton
1/1/2005,US,Santa Barbara County,,81,18,California,Mandolina 2005 Sangiovese (Santa Barbara County),Sangiovese,Mandolina
1/1/2005,Australia,Heathcote,,90,35,Victoria,Taltarni 2005 Shiraz (Heathcote),Shiraz,Taltarni
1/1/2005,US,Willamette Valley,Roosevelt Vineyard,91,55,Oregon,Elk Cove 2005 Roosevelt Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Elk Cove
1/1/2005,US,Willamette Valley,Five Mountain,90,38,Oregon,Elk Cove 2005 Five Mountain Pinot Noir (Willamette Valley),Pinot Noir,Elk Cove
1/1/2005,France,Côtes du Roussillon,Tautavel,91,39,Languedoc-Roussillon,Château Avernus 2005 Tautavel Red (Côtes du Roussillon),Rhône-style Red Blend,Château Avernus
1/1/2005,Argentina,Mendoza,Primera Reserva,88,43,Mendoza Province,Urraca 2005 Primera Reserva Red (Mendoza),Red Blend,Urraca
1/1/2005,US,Sta. Rita Hills,Fe Ciega Vineyard,96,56,California,Ojai 2005 Fe Ciega Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Ojai
1/1/2005,US,Anderson Valley,Mayflower,95,80,California,Standish 2005 Mayflower Pinot Noir (Anderson Valley),Pinot Noir,Standish
1/1/2005,US,Santa Ynez Valley,,90,27,California,Carr 2005 Syrah (Santa Ynez Valley),Syrah,Carr
1/1/2005,US,Napa Valley,Morisoli Vineyard,92,65,California,Elyse 2005 Morisoli Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Elyse
1/1/2005,US,Carneros,Beckstoffer Las Amigas Vineyard,84,60,California,Provenance Vineyards 2005 Beckstoffer Las Amigas Vineyard Merlot (Carneros),Merlot,Provenance Vineyards
1/1/2005,US,Yakima Valley,Black Tongue,92,32,Washington,Stevens 2005 Black Tongue Syrah (Yakima Valley),Syrah,Stevens
1/1/2005,US,Napa Valley,Seduction,86,40,California,O'Brien 2005 Seduction Red (Napa Valley),Bordeaux-style Red Blend,O'Brien
1/1/2005,US,Napa Valley,Cuvée Venus,88,48,California,Narsai David 2005 Cuvée Venus Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Narsai David
