vintage,country,county,designation,points,price,province,title,variety,winery
2008-01-01,Israel,,Reserve,87,,Israel,Flam 2008 Reserve Cabernet Sauvignon (Israel),Cabernet Sauvignon,Flam
2008-01-01,US,Diamond Mountain District,Estate Vineyard,94,70.00,California,Von Strasser 2008 Estate Vineyard Cabernet Sauvignon (Diamond Mountain District),Cabernet Sauvignon,Von Strasser
2008-01-01,US,Sierra Foothills,"Estate Grown, Reserve",84,35.00,California,"Naggiar 2008 Estate Grown, Reserve Syrah (Sierra Foothills)",Syrah,Naggiar
2008-01-01,Australia,Padthaway,Parson's Flat,90,42.00,South Australia,Henry's Drive Vignerons 2008 Parson's Flat Shiraz-Cabernet Sauvignon (Padthaway),Shiraz-Cabernet Sauvignon,Henry's Drive Vignerons
2008-01-01,Italy,Brunello di Montalcino,Millecento,91,200.00,Tuscany,Castiglion del Bosco 2008 Millecento (Brunello di Montalcino),Sangiovese,Castiglion del Bosco
2008-01-01,Argentina,Mendoza,White Pearl,83,13.00,Mendoza Province,Antonio Cesar Cavalli 2008 White Pearl Chardonnay (Mendoza),Chardonnay,Antonio Cesar Cavalli
2008-01-01,US,California,Vintner's Reserve Summation,85,14.00,California,Kendall-Jackson 2008 Vintner's Reserve Summation Red (California),Red Blend,Kendall-Jackson
2008-01-01,Austria,,Eiswein 375ml,92,40.00,Niederösterreich,Zull 2008 Eiswein 375ml Riesling (Niederösterreich),Riesling,Zull
2008-01-01,Portugal,,Reserva,93,45.00,Alentejo,Quinta do Quetzal 2008 Reserva Red (Alentejo),Portuguese Red,Quinta do Quetzal
2008-01-01,Italy,Brunello di Montalcino,Gli Angeli Riserva,90,85.00,Tuscany,La Gerla 2008 Gli Angeli Riserva (Brunello di Montalcino),Sangiovese,La Gerla
2008-01-01,New Zealand,,"Pioneer Block #18 Snap Block",88,23.00,Marlborough,"Saint Clair 2008 Pioneer Block #18 Snap Block Sauvignon Blanc (Marlborough)",Sauvignon Blanc,Saint Clair
2008-01-01,US,Yakima Valley,,89,20.00,Washington,Kestrel 2008 Viognier (Yakima Valley),Viognier,Kestrel
2008-01-01,US,Stags Leap District,Ganymede,93,105.00,California,Chimney Rock 2008 Ganymede Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,Chimney Rock
2008-01-01,Chile,,,88,23.00,Colchagua Valley,Polkura 2008 Malbec (Colchagua Valley),Malbec,Polkura
2008-01-01,Italy,Alto Adige,Haberle,89,20.00,Northeastern Italy,Alois Lageder 2008 Haberle Pinot Bianco (Alto Adige),Pinot Bianco,Alois Lageder
2008-01-01,Spain,Montsant,Can Blau,86,16.00,Catalonia,Can Blau 2008 Can Blau Red (Montsant),Red Blend,Can Blau
2008-01-01,Italy,Barbaresco,Spezie Riserva,86,60.00,Piedmont,Vite Colte 2008 Spezie Riserva (Barbaresco),Nebbiolo,Vite Colte
2008-01-01,US,Santa Barbara County,Mesa Verde Vineyard,90,20.00,California,Brander 2008 Mesa Verde Vineyard Syrah (Santa Barbara County),Syrah,Brander
2008-01-01,Italy,Barolo,Cà d'Morissio Riserva,99,595.00,Piedmont,Mascarello Giuseppe e Figlio 2008 Cà d'Morissio Riserva (Barolo),Nebbiolo,Mascarello Giuseppe e Figlio
2008-01-01,Argentina,Uco Valley,,94,65.00,Mendoza Province,LTU 2008 Malbec (Uco Valley),Malbec,LTU
2008-01-01,France,Pauillac,,94,,Bordeaux,Château Pichon Longueville Comtesse de Lalande 2008 Pauillac,Bordeaux-style Red Blend,Château Pichon Longueville Comtesse de Lalande
2008-01-01,US,Russian River Valley,Bella Luna Vineyard,91,45.00,California,Churchill Cellars 2008 Bella Luna Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Churchill Cellars
2008-01-01,Italy,Barbaresco,Pajoré,92,57.00,Piedmont,Rizzi 2008 Pajoré (Barbaresco),Nebbiolo,Rizzi
2008-01-01,Spain,Rioja,La Montesa,86,20.00,Northern Spain,Palacios Remondo 2008 La Montesa (Rioja),Red Blend,Palacios Remondo
2008-01-01,US,Russian River Valley,Cool Coastal Vineyards,86,18.00,California,De Loach 2008 Cool Coastal Vineyards Chardonnay (Russian River Valley),Chardonnay,De Loach
2008-01-01,US,Napa Valley,Estate Bottled,92,55.00,California,Tudal 2008 Estate Bottled Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Tudal
2008-01-01,US,Napa Valley,,91,125.00,California,Axios 2008 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Axios
2008-01-01,Italy,Amarone della Valpolicella Classico,Villa,87,80.00,Veneto,DomÃ¬ni Veneti 2008 Villa (Amarone della Valpolicella Classico),Red Blend,DomÃ¬ni Veneti
2008-01-01,Italy,Moscadello di Montalcino,Florus 500ml,91,,Tuscany,Castello Banfi 2008 Florus 500ml (Moscadello di Montalcino),Moscadello,Castello Banfi
2008-01-01,Italy,Barbaresco,Teorema,89,,Piedmont,Molino 2008 Teorema (Barbaresco),Nebbiolo,Molino
2008-01-01,US,Napa Valley,Wavelength Sugarloaf Mountain Vineyard,88,69.00,California,World's End 2008 Wavelength Sugarloaf Mountain Vineyard Syrah-Cabernet Franc (Napa Valley),Syrah-Cabernet Franc,World's End
2008-01-01,US,Red Mountain,Crazy Mary,93,45.00,Washington,Mark Ryan 2008 Crazy Mary Mourvèdre (Red Mountain),Mourvèdre,Mark Ryan
2008-01-01,France,Saint-Aubin,Les Murgers des Dents de Chien Premier Cru,88,,Burgundy,Maison Champy 2008 Les Murgers des Dents de Chien Premier Cru (Saint-Aubin),Chardonnay,Maison Champy
2008-01-01,US,Lodi,Karma Vineyard,85,27.00,California,Cantara 2008 Karma Vineyard Sangiovese (Lodi),Sangiovese,Cantara
2008-01-01,US,Walla Walla Valley (WA),Estate,85,22.00,Washington,Gifford Hirlinger 2008 Estate Merlot (Walla Walla Valley (WA)),Merlot,Gifford Hirlinger
2008-01-01,US,Monterey,,89,22.00,California,San Simeon 2008 Chardonnay (Monterey),Chardonnay,San Simeon
2008-01-01,US,Rogue Valley,,81,23.00,Oregon,Agate Ridge 2008 Grenache (Rogue Valley),Grenache,Agate Ridge
2008-01-01,US,St. Helena,Rennie Reserve,89,100.00,California,Flora Springs 2008 Rennie Reserve Cabernet Sauvignon (St. Helena),Cabernet Sauvignon,Flora Springs
2008-01-01,US,Sta. Rita Hills,Cargasacchi Vineyard,93,50.00,California,Bonaccorsi 2008 Cargasacchi Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Bonaccorsi
2008-01-01,Italy,Alta Langa,Il Cascinone Alasia Brut Metodo Classico,87,25.00,Piedmont,Araldica 2008 Il Cascinone Alasia Brut Metodo Classico Sparkling (Alta Langa),Sparkling Blend,Araldica
2008-01-01,Chile,,Estate,83,12.00,Maipo Valley,Haras 2008 Estate Chardonnay (Maipo Valley),Chardonnay,Haras
2008-01-01,US,Red Mountain,No. 11 Klipsun Vineyard,87,35.00,Washington,Ded.Reckoning 2008 No. 11 Klipsun Vineyard Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Ded.Reckoning
2008-01-01,US,Walla Walla Valley (WA),Sophie de Rollat,89,29.00,Washington,Chateau Rollat 2008 Sophie de Rollat Red (Walla Walla Valley (WA)),Bordeaux-style Red Blend,Chateau Rollat
2008-01-01,Chile,,,85,10.00,Central Valley,Cono Sur 2008 Cabernet Sauvignon (Central Valley),Cabernet Sauvignon,Cono Sur
2008-01-01,Italy,Chianti Classico,Squarcialupi Riserva,89,35.00,Tuscany,La Castellina 2008 Squarcialupi Riserva (Chianti Classico),Sangiovese,La Castellina
2008-01-01,US,San Luis Obispo County,Paragon,83,12.00,California,Edna Valley Vineyard 2008 Paragon Chardonnay (San Luis Obispo County),Chardonnay,Edna Valley Vineyard
2008-01-01,France,Minervois,Le Petit Arthur,87,12.00,Languedoc-Roussillon,Château Cabezac 2008 Le Petit Arthur Red (Minervois),Rhône-style Red Blend,Château Cabezac
2008-01-01,Argentina,Tupungato,Altosur,84,11.00,Mendoza Province,Finca Sophenia 2008 Altosur Malbec (Tupungato),Malbec,Finca Sophenia
2008-01-01,Chile,,Armador,88,12.00,Maipo Valley,Odfjell 2008 Armador Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Odfjell
2008-01-01,Spain,Ribera del Duero,Hacienda Abascal Producción Limitada,89,45.00,Northern Spain,Marqués de la Concordia 2008 Hacienda Abascal Producción Limitada (Ribera del Duero),Tempranillo,Marqués de la Concordia
2008-01-01,Italy,Moscato d'Asti,Tenuta del Fant,85,,Piedmont,Il Falchetto 2008 Tenuta del Fant (Moscato d'Asti),Moscato,Il Falchetto
2008-01-01,Italy,Amarone della Valpolicella Classico,Gli Archi,88,50.00,Veneto,Corte Archi 2008 Gli Archi (Amarone della Valpolicella Classico),"Corvina, Rondinella, Molinara",Corte Archi
2008-01-01,US,Calaveras County,,88,24.00,California,Chatom Vineyards 2008 Touriga Nacional (Calaveras County),Touriga Nacional,Chatom Vineyards
2008-01-01,Greece,,Metoxi Chromitsa Limnio-Cabernet Sauvignon,87,22.00,Agioritikos,Tsantali 2008 Metoxi Chromitsa Limnio-Cabernet Sauvignon Red (Agioritikos),Red Blend,Tsantali
2008-01-01,Austria,,Ausstich Tattendorf,86,22.00,Thermenregion,Stift Klosterneuburg 2008 Ausstich Tattendorf St. Laurent (Thermenregion),St. Laurent,Stift Klosterneuburg
2008-01-01,US,Augusta,,83,20.00,Missouri,Mount Pleasant Winery 2008 Port (Augusta),Port,Mount Pleasant Winery
2008-01-01,US,Columbia Valley (WA),,90,40.00,Washington,Va Piano 2008 Syrah (Columbia Valley (WA)),Syrah,Va Piano
2008-01-01,Portugal,,Quinta do Grifo Grande Reserva,89,18.00,Douro,Rozes 2008 Quinta do Grifo Grande Reserva Red (Douro),Portuguese Red,Rozes
2008-01-01,Italy,Montefalco Sagrantino,Passito,92,54.00,Central Italy,Arnaldo Caprai 2008 Passito (Montefalco Sagrantino),Sagrantino,Arnaldo Caprai
2008-01-01,Argentina,Neuquén,,86,15.00,Other,Manos Negras 2008 Pinot Noir (Neuquén),Pinot Noir,Manos Negras
2008-01-01,France,Vin de Pays d'Oc,Réserve Spéciale,86,13.00,Languedoc-Roussillon,Gérard Bertrand 2008 Réserve Spéciale Sauvignon Blanc (Vin de Pays d'Oc),Sauvignon Blanc,Gérard Bertrand
2008-01-01,Italy,Amarone della Valpolicella Classico,Serego Alighieri Vaio Armaron,90,75.00,Veneto,Masi 2008 Serego Alighieri Vaio Armaron (Amarone della Valpolicella Classico),Red Blend,Masi
2008-01-01,Italy,Vernaccia di San Gimignano,La Costa Riserva,88,25.00,Tuscany,Pietrafitta 2008 La Costa Riserva (Vernaccia di San Gimignano),Vernaccia,Pietrafitta
2008-01-01,US,Napa Valley,,90,16.00,California,Joseph Carr 2008 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,Joseph Carr
2008-01-01,US,Oakville,TKO,91,80.00,California,Rockroom Winemaking Cooperative 2008 TKO Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Rockroom Winemaking Cooperative
2008-01-01,US,Russian River Valley,Meredith Estate Méthode a L'Ancienne,94,54.00,California,Merry Edwards 2008 Meredith Estate Méthode a L'Ancienne Pinot Noir (Russian River Valley),Pinot Noir,Merry Edwards
2008-01-01,Spain,Dominio de Valdepusa,Svmma Varietals Estate Bottled Syrah-Cabernet Sauvignon-Petit Verdot,92,30.00,Central Spain,Marques de Griñon 2008 Svmma Varietals Estate Bottled Syrah-Cabernet Sauvignon-Petit Verdot Red (Dominio de Valdepusa),Red Blend,Marques de Griñon
2008-01-01,France,Pomerol,Barrel sample,89,,Bordeaux,Château la Pointe 2008 Barrel sample (Pomerol),Bordeaux-style Red Blend,Château la Pointe
2008-01-01,US,Napa Valley,,82,20.00,California,Magness 2008 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Magness
2008-01-01,Italy,Brunello di Montalcino,,92,50.00,Tuscany,Castello Romitorio 2008 Brunello di Montalcino,Sangiovese Grosso,Castello Romitorio
2008-01-01,Chile,,Dry Farming Specialties,88,15.00,Cauquenes Valley,Santa Carolina 2008 Dry Farming Specialties Carignan (Cauquenes Valley),Carignan,Santa Carolina
2008-01-01,Chile,,Reserve,84,17.00,Curicó Valley,Pacifico Sur 2008 Reserve Pinot Noir (Curicó Valley),Pinot Noir,Pacifico Sur
2008-01-01,Italy,Chianti Classico,Riserva,85,29.00,Tuscany,Valiano 2008 Riserva (Chianti Classico),Red Blend,Valiano
2008-01-01,South Africa,,Limestone Hill,88,17.00,Robertson,Danie de Wet 2008 Limestone Hill Chardonnay (Robertson),Chardonnay,Danie de Wet
2008-01-01,Chile,,La Joya Reserve,88,13.00,Colchagua Valley,Viña Bisquertt 2008 La Joya Reserve Cabernet Sauvignon (Colchagua Valley),Cabernet Sauvignon,Viña Bisquertt
2008-01-01,Italy,Colli Orientali del Friuli,,87,17.00,Northeastern Italy,Teresa Raiz 2008 Pinot Grigio (Colli Orientali del Friuli),Pinot Grigio,Teresa Raiz
2008-01-01,US,Columbia Valley (WA),Consensio Red,90,34.00,Washington,Pondera 2008 Consensio Red Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Pondera
2008-01-01,US,Paso Robles,Reserve,89,25.00,California,Volatus 2008 Reserve Red (Paso Robles),Red Blend,Volatus
2008-01-01,US,Napa Valley,,87,40.00,California,Simple Math Cellars 2008 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Simple Math Cellars
2008-01-01,Spain,Vino de la Tierra de Castilla y León,El Albar Lurton Barricas,90,25.00,Northern Spain,François Lurton 2008 El Albar Lurton Barricas Tinta de Toro (Vino de la Tierra de Castilla y León),Tinta de Toro,François Lurton
2008-01-01,US,Finger Lakes,,90,17.00,New York,Shaw 2008 Riesling (Finger Lakes),Riesling,Shaw
2008-01-01,US,Rutherford,,95,85.00,California,St. Supéry 2008 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,St. Supéry
2008-01-01,US,Clements Hills,Belle Colline Vineyard,91,21.00,California,Bokisch 2008 Belle Colline Vineyard Monastrell (Clements Hills),Monastrell,Bokisch
2008-01-01,US,Willamette Valley,Yamhill Cuvée,90,42.00,Oregon,Domaine Serene 2008 Yamhill Cuvée Pinot Noir (Willamette Valley),Pinot Noir,Domaine Serene
2008-01-01,Canada,Niagara Peninsula,Ice Wine,91,80.00,Ontario,Inniskillin 2008 Ice Wine Riesling (Niagara Peninsula),Riesling,Inniskillin
2008-01-01,US,Napa Valley,,85,35.00,California,Napa Wine Co. 2008 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Napa Wine Co.
2008-01-01,Spain,Rioja,Crianza,85,17.00,Northern Spain,Taron 2008 Crianza (Rioja),Tempranillo Blend,Taron
2008-01-01,Romania,,Late Harvest,82,9.00,Dealurile Munteniei,Dreamer 2008 Late Harvest Riesling (Dealurile Munteniei),Riesling,Dreamer
2008-01-01,Portugal,,C.A.V. Vinha Unica,91,,Dão,Seacampo 2008 C.A.V. Vinha Unica Red (Dão),Portuguese Red,Seacampo
2008-01-01,Italy,Sicilia,Scurati,87,19.00,Sicily & Sardinia,Ceuso 2008 Scurati Nero d'Avola (Sicilia),Nero d'Avola,Ceuso
2008-01-01,US,Willamette Valley,LUX,87,35.00,Oregon,Luminous Hills 2008 LUX Pinot Noir,Pinot Noir,Luminous Hills
2008-01-01,US,Columbia Valley (WA),Proprietary Red,89,50.00,Washington,Swiftwater Cellars 2008 Proprietary Red Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Swiftwater Cellars
2008-01-01,Italy,Sicilia,Schietto,90,40.00,Sicily & Sardinia,Principi di Spadafora 2008 Schietto Cabernet Sauvignon (Sicilia),Cabernet Sauvignon,Principi di Spadafora
2008-01-01,Argentina,Mendoza,Casa,87,15.00,Mendoza Province,Familia Marguery 2008 Casa Malbec (Mendoza),Malbec,Familia Marguery
2008-01-01,US,Columbia Valley (WA),,89,35.00,Washington,Tertulia 2008 Malbec (Columbia Valley (WA)),Malbec,Tertulia
2008-01-01,Australia,McLaren Vale-Adelaide Hills,The Stump Jump Sticky Chardonnay,89,11.00,South Australia,D'Arenberg 2008 The Stump Jump Sticky Chardonnay Chardonnay (McLaren Vale-Adelaide Hills),Chardonnay,D'Arenberg
2008-01-01,US,Red Mountain,Ciel du Cheval Vineyard,93,55.00,Washington,Andrew Will 2008 Ciel du Cheval Vineyard Red (Red Mountain),Bordeaux-style Red Blend,Andrew Will
2008-01-01,US,Santa Maria Valley,Renewel Nuits-Blanches au Barge,88,35.00,California,Au Bon Climat 2008 Renewel Nuits-Blanches au Barge Chardonnay (Santa Maria Valley),Chardonnay,Au Bon Climat
2008-01-01,US,Columbia Valley (WA),,88,14.00,Washington,O 2008 Chardonnay (Columbia Valley (WA)),Chardonnay,O
2008-01-01,Spain,Navarra,,86,14.00,Northern Spain,Vega Sindoa 2008 Chardonnay (Navarra),Chardonnay,Vega Sindoa
2008-01-01,US,Southeastern New England,Estate Grown,84,25.00,Massachusetts,Truro 2008 Estate Grown Chardonnay (Southeastern New England),Chardonnay,Truro
2008-01-01,New Zealand,,Bannockburn Vineyard,92,55.00,Central Otago,Valli 2008 Bannockburn Vineyard Pinot Noir (Central Otago),Pinot Noir,Valli
2008-01-01,US,Columbia Valley (WA),Kindred,88,20.00,Washington,Sparkman 2008 Kindred Red (Columbia Valley (WA)),Red Blend,Sparkman
2008-01-01,Argentina,Río Negro Valley,Noemía,90,108.00,Other,Bodega Noemía de Patagonia 2008 Noemía Malbec (Río Negro Valley),Malbec,Bodega Noemía de Patagonia
2008-01-01,US,Santa Lucia Highlands,Pisoni Vineyard,89,80.00,California,Bernardus 2008 Pisoni Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Bernardus
2008-01-01,France,Bâtard-Montrachet,,93,255.00,Burgundy,Louis Latour 2008 Bâtard-Montrachet,Chardonnay,Louis Latour
2008-01-01,US,Willamette Valley,,90,34.00,Oregon,Aubichon Cellars 2008 Pinot Noir (Willamette Valley),Pinot Noir,Aubichon Cellars
2008-01-01,US,Columbia Valley (OR),Necessity Red,87,24.00,Oregon,Cathedral Ridge 2008 Necessity Red Red (Columbia Valley (OR)),Red Blend,Cathedral Ridge
2008-01-01,Italy,Amarone della Valpolicella Classico,Ca' Coato,91,70.00,Veneto,Antolini 2008 Ca' Coato (Amarone della Valpolicella Classico),"Corvina, Rondinella, Molinara",Antolini
2008-01-01,Italy,Vermentino di Gallura,La Cala,86,14.00,Sicily & Sardinia,Sella & Mosca 2008 La Cala (Vermentino di Gallura),Vermentino,Sella & Mosca
2008-01-01,US,Russian River Valley,,88,30.00,California,La Crema 2008 Chardonnay (Russian River Valley),Chardonnay,La Crema
2008-01-01,Italy,Alto Adige,Giovanelli,90,,Northeastern Italy,Kellerei Kaltern Caldaro 2008 Giovanelli Chardonnay (Alto Adige),Chardonnay,Kellerei Kaltern Caldaro
2008-01-01,US,California,,85,11.00,California,Cycles Gladiator 2008 Pinot Noir (California),Pinot Noir,Cycles Gladiator
2008-01-01,France,Cahors,Clos Triguedina,90,,Southwest France,Jean-Luc Baldès 2008 Clos Triguedina Red (Cahors),Red Blend,Jean-Luc Baldès
2008-01-01,France,Saint-Émilion,,88,,Bordeaux,Château Barde Haut 2008 Saint-Émilion,Bordeaux-style Red Blend,Château Barde Haut
2008-01-01,France,Bordeaux Supérieur,,89,18.00,Bordeaux,Château Plaisance 2008 Bordeaux Supérieur,Bordeaux-style Red Blend,Château Plaisance
2008-01-01,Italy,Prosecco Superiore di Cartizze,Cartizze Dry,90,30.00,Veneto,Bortolomiol 2008 Cartizze Dry (Prosecco Superiore di Cartizze),Prosecco,Bortolomiol
2008-01-01,Chile,,Cuvée Don Reca Limited Release,87,24.00,Cachapoal Valley,Viña La Rosa 2008 Cuvée Don Reca Limited Release Red (Cachapoal Valley),Red Blend,Viña La Rosa
2008-01-01,France,Côtes du Roussillon Villages,Le Pas de la Mule Mas Janeil,87,62.00,Languedoc-Roussillon,François Lurton 2008 Le Pas de la Mule Mas Janeil Red (Côtes du Roussillon Villages),Rhône-style Red Blend,François Lurton
2008-01-01,US,Columbia Valley (WA),,90,12.00,Washington,Caterina 2008 Chardonnay (Columbia Valley (WA)),Chardonnay,Caterina
2008-01-01,US,Livermore Valley,Shorthorn Canyon,88,15.00,California,Wente 2008 Shorthorn Canyon Syrah (Livermore Valley),Syrah,Wente
2008-01-01,France,Pauillac,Barrel sample,94,,Bordeaux,Château Lynch-Bages 2008 Barrel sample (Pauillac),Bordeaux-style Red Blend,Château Lynch-Bages
2008-01-01,US,Paso Robles,Mustang Springs,87,36.00,California,Peachy Canyon 2008 Mustang Springs Zinfandel (Paso Robles),Zinfandel,Peachy Canyon
2008-01-01,Portugal,,Brut,88,19.00,Douro,Caves Transmontanas 2008 Brut Gouveio (Douro),Gouveio,Caves Transmontanas
2008-01-01,Italy,Toscana,Belcore,89,,Tuscany,I Giusti e Zanza 2008 Belcore Red (Toscana),Red Blend,I Giusti e Zanza
2008-01-01,US,Red Mountain,Red,92,50.00,Washington,Hightower 2008 Red Red (Red Mountain),Bordeaux-style Red Blend,Hightower
2008-01-01,Argentina,Río Negro Valley,Treinta y Dos,90,150.00,Other,Bodega Chacra 2008 Treinta y Dos Pinot Noir (Río Negro Valley),Pinot Noir,Bodega Chacra
2008-01-01,Spain,Priorat,Clos del Mas,84,30.00,Catalonia,Pinord 2008 Clos del Mas Red (Priorat),Red Blend,Pinord
2008-01-01,US,Central Coast,The Slammer,88,14.00,California,Big House 2008 The Slammer Syrah (Central Coast),Syrah,Big House
2009-01-01,US,Monterey,San Saba Vineyard,85,23.00,California,Wrath 2009 San Saba Vineyard Sauvignon Blanc (Monterey),Sauvignon Blanc,Wrath
2009-01-01,US,Columbia Valley (WA),Madrona,89,23.00,Washington,Camaraderie 2009 Madrona Red (Columbia Valley (WA)),Red Blend,Camaraderie
2009-01-01,US,Edna Valley,Runestone Barrel Select,88,40.00,California,Claiborne & Churchill 2009 Runestone Barrel Select Pinot Noir (Edna Valley),Pinot Noir,Claiborne & Churchill
2009-01-01,US,El Dorado,Estate,86,14.00,California,Lava Cap 2009 Estate Sauvignon Blanc (El Dorado),Sauvignon Blanc,Lava Cap
2009-01-01,Germany,,Bruderberg Jungfernwein Auslese,90,82.00,Mosel,Maximin Grünhäuser 2009 Bruderberg Jungfernwein Auslese Riesling (Mosel),Riesling,Maximin Grünhäuser
2009-01-01,US,Mount Veeder,VGS,92,75.00,California,Château Potelle 2009 VGS Syrah (Mount Veeder),Syrah,Château Potelle
2009-01-01,France,Champagne,Blanc de Blancs Brut,91,60.00,Champagne,Jacquart 2009 Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Jacquart
2009-01-01,US,Russian River Valley,Rose of Pinot Noir,92,22.00,California,Lynmar 2009 Rose of Pinot Noir Rosé (Russian River Valley),Rosé,Lynmar
2009-01-01,Chile,,The Blend Limited Edition,90,40.00,Aconcagua Valley,Errazuriz 2009 The Blend Limited Edition Red (Aconcagua Valley),Red Blend,Errazuriz
2009-01-01,US,San Luis Obispo County,,89,20.00,California,Bishop's Peak 2009 Pinot Noir (San Luis Obispo County),Pinot Noir,Bishop's Peak
2009-01-01,Portugal,,Azal,87,12.00,Vinho Verde,Solar de Pinheiro 2009 Azal White (Vinho Verde),Portuguese White,Solar de Pinheiro
2009-01-01,Germany,,Hecklinger Schlossberg R GG Trocken,87,138.00,Baden,Huber 2009 Hecklinger Schlossberg R GG Trocken Spätburgunder (Baden),Spätburgunder,Huber
2009-01-01,Germany,,Trocken,87,19.00,Mosel,Melsheimer 2009 Trocken Riesling (Mosel),Riesling,Melsheimer
2009-01-01,US,Stags Leap District,Elevage,95,79.00,California,Chimney Rock 2009 Elevage Red (Stags Leap District),Bordeaux-style Red Blend,Chimney Rock
2009-01-01,Spain,Ribera del Duero,F,89,85.00,Northern Spain,Bodegas Fuentespina 2009 F (Ribera del Duero),Red Blend,Bodegas Fuentespina
2009-01-01,US,Mendocino,,88,19.00,California,Saint Gregory 2009 Pinot Noir (Mendocino),Pinot Noir,Saint Gregory
2009-01-01,Spain,Rioja,Crianza,87,15.00,Northern Spain,Castillo Labastida 2009 Crianza (Rioja),Tempranillo,Castillo Labastida
2009-01-01,Portugal,,Branco Reserva,90,50.00,Douro,Quinta do Vallado 2009 Branco Reserva White (Douro),Portuguese White,Quinta do Vallado
2009-01-01,US,Red Mountain,Long Haul Merlot-Cabernet Franc-Malbec-Petit Verdot,95,48.00,Washington,Mark Ryan 2009 Long Haul Merlot-Cabernet Franc-Malbec-Petit Verdot Red (Red Mountain),Bordeaux-style Red Blend,Mark Ryan
2009-01-01,Spain,Bierzo,Vega Montán,86,13.00,Northern Spain,Bodegas Adriá 2009 Vega Montán Mencía (Bierzo),Mencía,Bodegas Adriá
2009-01-01,France,Canon-Fronsac,,85,65.00,Bordeaux,Château Roullet 2009 Canon-Fronsac,Bordeaux-style Red Blend,Château Roullet
2009-01-01,US,Napa Valley,Three Coins,85,42.00,California,Lawer 2009 Three Coins Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Lawer
2009-01-01,US,Dry Creek Valley,Ellie's Old Vine,83,34.00,California,Wilson 2009 Ellie's Old Vine Zinfandel (Dry Creek Valley),Zinfandel,Wilson
2009-01-01,US,Arroyo Seco,,82,22.00,California,Mercy 2009 Pinot Noir (Arroyo Seco),Pinot Noir,Mercy
2009-01-01,France,Chambolle-Musigny,,85,64.00,Burgundy,Jaffelin 2009 Chambolle-Musigny,Pinot Noir,Jaffelin
2009-01-01,France,Côtes du Rhône Villages,,85,7.00,Rhône Valley,Kirkland Signature 2009 Red (Côtes du Rhône Villages),Rhône-style Red Blend,Kirkland Signature
2009-01-01,Portugal,,Templários Colheita Seleccionada,90,15.00,Tejo,Quinta do Cavalinho 2009 Templários Colheita Seleccionada Touriga Nacional-Cabernet Sauvignon (Tejo),Touriga Nacional-Cabernet Sauvignon,Quinta do Cavalinho
2009-01-01,US,Diamond Mountain District,Reserve,94,98.00,California,En Garde 2009 Reserve Cabernet Sauvignon (Diamond Mountain District),Cabernet Sauvignon,En Garde
2009-01-01,Portugal,,MarquÃªs de Borba,88,14.00,Alentejo,J. Portugal Ramos 2009 MarquÃªs de Borba Red (Alentejo),Portuguese Red,J. Portugal Ramos
2009-01-01,France,Saint-Romain,Domaine de la Créa Sous Roche,87,,Burgundy,Louis Max 2009 Domaine de la Créa Sous Roche (Saint-Romain),Pinot Noir,Louis Max
2009-01-01,Italy,Vino Nobile di Montepulciano,Riserva,88,37.00,Tuscany,Tenute del Cerro 2009 Riserva (Vino Nobile di Montepulciano),Red Blend,Tenute del Cerro
2009-01-01,Uruguay,,Arretxea Estate Bottled Grand Reserve,88,46.00,Progreso,Pisano 2009 Arretxea Estate Bottled Grand Reserve Red (Progreso),Red Blend,Pisano
2009-01-01,Spain,Rioja,Vendimia Seleccionada,89,19.00,Northern Spain,Viña Herminia 2009 Vendimia Seleccionada (Rioja),Graciano,Viña Herminia
2009-01-01,Italy,Sicilia,Rosso del Soprano,87,52.00,Sicily & Sardinia,Palari 2009 Rosso del Soprano Red (Sicilia),Red Blend,Palari
2009-01-01,Spain,Cava,Vintage Reserva,89,14.00,Catalonia,Freixenet 2009 Vintage Reserva Sparkling (Cava),Sparkling Blend,Freixenet
2009-01-01,US,Russian River Valley,,87,24.00,California,Novy 2009 Syrah (Russian River Valley),Syrah,Novy
2009-01-01,US,Mount Veeder,No. 77,88,75.00,California,Foyt Family 2009 No. 77 Cabernet Sauvignon (Mount Veeder),Cabernet Sauvignon,Foyt Family
