,index,winery,vintage,points,cities,MarchLowTemp,MarchHighTemp,MarchAvgTemp,MarchPrecip,MarchCloudiness,MarchHumidity,AprilLowTemp,AprilHighTemp,AprilAvgTemp,AprilPrecip,AprilCloudiness,AprilHumidity,MayLowTemp,MayHighTemp,MayAvgTemp,MayPrecip,MayCloudiness,MayHumidity,JuneLowTemp,JuneHighTemp,JuneAvgTemp,JunePrecip,JuneCloudiness,JuneHumidity,JulyLowTemp,JulyHighTemp,JulyAvgTemp,JulyPrecip,JulyCloudiness,JulyHumidity,AugLowTemp,AugHighTemp,AugAvgTemp,AugPrecip,AugCloudiness,AugHumidity
376,676,Rodney Strong,2013,87,Healdsburg,40.225806451612904,65.06451612903226,55.83870967741935,2.5,28.93548387096774,70.03225806451613,43.46666666666667,73.23333333333333,63.233333333333334,1.0999999999999999,15.666666666666666,60.7,45.645161290322584,76.90322580645162,67.25806451612904,0.4,12.870967741935484,57.483870967741936,51.6,81.16666666666667,72.83333333333333,1.5,15.766666666666667,59.333333333333336,54.03225806451613,84.90322580645162,76.0,0.0,2.967741935483871,60.0,53.16129032258065,82.74193548387096,72.64516129032258,0.1,5.290322580645161,63.87096774193548
377,677,Rodney Strong,2014,88,Healdsburg,42.32258064516129,64.48387096774194,56.32258064516129,6.500000000000001,38.516129032258064,72.7741935483871,43.666666666666664,71.0,61.56666666666667,1.9,23.7,68.43333333333334,46.54838709677419,77.90322580645162,68.16129032258064,0.1,15.03225806451613,57.0,50.333333333333336,83.63333333333334,74.53333333333333,0.0,5.033333333333333,55.733333333333334,55.096774193548384,85.90322580645162,76.70967741935483,0.0,11.64516129032258,60.83870967741935,54.45161290322581,83.16129032258064,73.2258064516129,0.1,8.32258064516129,64.41935483870968
378,678,Rodney Strong,2014,90,Healdsburg,42.32258064516129,64.48387096774194,56.32258064516129,6.500000000000001,38.516129032258064,72.7741935483871,43.666666666666664,71.0,61.56666666666667,1.9,23.7,68.43333333333334,46.54838709677419,77.90322580645162,68.16129032258064,0.1,15.03225806451613,57.0,50.333333333333336,83.63333333333334,74.53333333333333,0.0,5.033333333333333,55.733333333333334,55.096774193548384,85.90322580645162,76.70967741935483,0.0,11.64516129032258,60.83870967741935,54.45161290322581,83.16129032258064,73.2258064516129,0.1,8.32258064516129,64.41935483870968
379,679,Rodney Strong,2014,88,Healdsburg,42.32258064516129,64.48387096774194,56.32258064516129,6.500000000000001,38.516129032258064,72.7741935483871,43.666666666666664,71.0,61.56666666666667,1.9,23.7,68.43333333333334,46.54838709677419,77.90322580645162,68.16129032258064,0.1,15.03225806451613,57.0,50.333333333333336,83.63333333333334,74.53333333333333,0.0,5.033333333333333,55.733333333333334,55.096774193548384,85.90322580645162,76.70967741935483,0.0,11.64516129032258,60.83870967741935,54.45161290322581,83.16129032258064,73.2258064516129,0.1,8.32258064516129,64.41935483870968
380,680,Rodney Strong,2014,90,Healdsburg,42.32258064516129,64.48387096774194,56.32258064516129,6.500000000000001,38.516129032258064,72.7741935483871,43.666666666666664,71.0,61.56666666666667,1.9,23.7,68.43333333333334,46.54838709677419,77.90322580645162,68.16129032258064,0.1,15.03225806451613,57.0,50.333333333333336,83.63333333333334,74.53333333333333,0.0,5.033333333333333,55.733333333333334,55.096774193548384,85.90322580645162,76.70967741935483,0.0,11.64516129032258,60.83870967741935,54.45161290322581,83.16129032258064,73.2258064516129,0.1,8.32258064516129,64.41935483870968
381,681,Rodney Strong,2014,94,Healdsburg,42.32258064516129,64.48387096774194,56.32258064516129,6.500000000000001,38.516129032258064,72.7741935483871,43.666666666666664,71.0,61.56666666666667,1.9,23.7,68.43333333333334,46.54838709677419,77.90322580645162,68.16129032258064,0.1,15.03225806451613,57.0,50.333333333333336,83.63333333333334,74.53333333333333,0.0,5.033333333333333,55.733333333333334,55.096774193548384,85.90322580645162,76.70967741935483,0.0,11.64516129032258,60.83870967741935,54.45161290322581,83.16129032258064,73.2258064516129,0.1,8.32258064516129,64.41935483870968
382,682,Rodney Strong,2014,93,Healdsburg,42.32258064516129,64.48387096774194,56.32258064516129,6.500000000000001,38.516129032258064,72.7741935483871,43.666666666666664,71.0,61.56666666666667,1.9,23.7,68.43333333333334,46.54838709677419,77.90322580645162,68.16129032258064,0.1,15.03225806451613,57.0,50.333333333333336,83.63333333333334,74.53333333333333,0.0,5.033333333333333,55.733333333333334,55.096774193548384,85.90322580645162,76.70967741935483,0.0,11.64516129032258,60.83870967741935,54.45161290322581,83.16129032258064,73.2258064516129,0.1,8.32258064516129,64.41935483870968
383,683,Rodney Strong,2014,87,Healdsburg,42.32258064516129,64.48387096774194,56.32258064516129,6.500000000000001,38.516129032258064,72.7741935483871,43.666666666666664,71.0,61.56666666666667,1.9,23.7,68.43333333333334,46.54838709677419,77.90322580645162,68.16129032258064,0.1,15.03225806451613,57.0,50.333333333333336,83.63333333333334,74.53333333333333,0.0,5.033333333333333,55.733333333333334,55.096774193548384,85.90322580645162,76.70967741935483,0.0,11.64516129032258,60.83870967741935,54.45161290322581,83.16129032258064,73.2258064516129,0.1,8.32258064516129,64.41935483870968
384,684,Rodney Strong,2015,91,Healdsburg,43.25806451612903,68.41935483870968,58.645161290322584,0.7999999999999999,29.903225806451612,69.90322580645162,41.5,69.66666666666667,60.03333333333333,2.1,24.4,65.8,43.45161290322581,71.83870967741936,62.903225806451616,0.1,27.096774193548388,71.19354838709677,51.2,84.36666666666666,75.23333333333333,0.2,11.133333333333333,59.36666666666667,54.70967741935484,85.45161290322581,76.0,0.30000000000000004,10.903225806451612,62.064516129032256,53.806451612903224,85.70967741935483,75.03225806451613,0.0,15.64516129032258,62.74193548387097
385,685,Husch,2009,92,Philo,39.61290322580645,59.03225806451613,51.74193548387097,4.1,28.483870967741936,73.2258064516129,41.9,65.43333333333334,57.233333333333334,0.7999999999999999,17.133333333333333,61.6,48.87096774193548,74.51612903225806,67.0,2.3000000000000003,21.70967741935484,61.45161290322581,51.0,76.76666666666667,70.16666666666667,0.30000000000000004,22.033333333333335,62.5,55.774193548387096,87.74193548387096,78.90322580645162,0.0,2.3548387096774195,47.645161290322584,55.16129032258065,85.7741935483871,75.80645161290323,0.3,5.516129032258065,51.58064516129032
386,686,Husch,2009,88,Philo,39.61290322580645,59.03225806451613,51.74193548387097,4.1,28.483870967741936,73.2258064516129,41.9,65.43333333333334,57.233333333333334,0.7999999999999999,17.133333333333333,61.6,48.87096774193548,74.51612903225806,67.0,2.3000000000000003,21.70967741935484,61.45161290322581,51.0,76.76666666666667,70.16666666666667,0.30000000000000004,22.033333333333335,62.5,55.774193548387096,87.74193548387096,78.90322580645162,0.0,2.3548387096774195,47.645161290322584,55.16129032258065,85.7741935483871,75.80645161290323,0.3,5.516129032258065,51.58064516129032
387,687,Husch,2010,87,Philo,37.83870967741935,58.38709677419355,50.32258064516129,5.300000000000001,32.41935483870968,76.09677419354838,39.4,58.96666666666667,52.56666666666667,6.799999999999999,35.56666666666667,74.53333333333333,42.03225806451613,64.38709677419355,58.0,2.7,28.741935483870968,67.90322580645162,51.96666666666667,77.96666666666667,70.53333333333333,0.4,16.4,57.8,52.16129032258065,86.3225806451613,77.38709677419355,0.0,1.1935483870967742,53.774193548387096,46.064516129032256,84.38709677419355,73.0,0.0,3.064516129032258,61.41935483870968
388,688,Husch,2010,85,Philo,37.83870967741935,58.38709677419355,50.32258064516129,5.300000000000001,32.41935483870968,76.09677419354838,39.4,58.96666666666667,52.56666666666667,6.799999999999999,35.56666666666667,74.53333333333333,42.03225806451613,64.38709677419355,58.0,2.7,28.741935483870968,67.90322580645162,51.96666666666667,77.96666666666667,70.53333333333333,0.4,16.4,57.8,52.16129032258065,86.3225806451613,77.38709677419355,0.0,1.1935483870967742,53.774193548387096,46.064516129032256,84.38709677419355,73.0,0.0,3.064516129032258,61.41935483870968
389,689,Husch,2010,90,Philo,37.83870967741935,58.38709677419355,50.32258064516129,5.300000000000001,32.41935483870968,76.09677419354838,39.4,58.96666666666667,52.56666666666667,6.799999999999999,35.56666666666667,74.53333333333333,42.03225806451613,64.38709677419355,58.0,2.7,28.741935483870968,67.90322580645162,51.96666666666667,77.96666666666667,70.53333333333333,0.4,16.4,57.8,52.16129032258065,86.3225806451613,77.38709677419355,0.0,1.1935483870967742,53.774193548387096,46.064516129032256,84.38709677419355,73.0,0.0,3.064516129032258,61.41935483870968
390,690,Husch,2010,87,Philo,37.83870967741935,58.38709677419355,50.32258064516129,5.300000000000001,32.41935483870968,76.09677419354838,39.4,58.96666666666667,52.56666666666667,6.799999999999999,35.56666666666667,74.53333333333333,42.03225806451613,64.38709677419355,58.0,2.7,28.741935483870968,67.90322580645162,51.96666666666667,77.96666666666667,70.53333333333333,0.4,16.4,57.8,52.16129032258065,86.3225806451613,77.38709677419355,0.0,1.1935483870967742,53.774193548387096,46.064516129032256,84.38709677419355,73.0,0.0,3.064516129032258,61.41935483870968
391,691,Husch,2011,88,Philo,34.935483870967744,53.61290322580645,47.225806451612904,13.5,59.67741935483871,88.09677419354838,35.56666666666667,61.53333333333333,53.63333333333333,0.8999999999999999,37.86666666666667,76.03333333333333,38.16129032258065,64.87096774193549,57.45161290322581,2.0,30.741935483870968,73.06451612903226,46.833333333333336,72.53333333333333,65.7,2.7,23.933333333333334,71.96666666666667,49.645161290322584,80.6774193548387,72.51612903225806,0.1,8.419354838709678,67.51612903225806,49.774193548387096,82.35483870967742,72.51612903225806,0.0,1.8064516129032258,62.41935483870968
392,692,Husch,2011,86,Philo,34.935483870967744,53.61290322580645,47.225806451612904,13.5,59.67741935483871,88.09677419354838,35.56666666666667,61.53333333333333,53.63333333333333,0.8999999999999999,37.86666666666667,76.03333333333333,38.16129032258065,64.87096774193549,57.45161290322581,2.0,30.741935483870968,73.06451612903226,46.833333333333336,72.53333333333333,65.7,2.7,23.933333333333334,71.96666666666667,49.645161290322584,80.6774193548387,72.51612903225806,0.1,8.419354838709678,67.51612903225806,49.774193548387096,82.35483870967742,72.51612903225806,0.0,1.8064516129032258,62.41935483870968
393,693,Husch,2015,90,Philo,39.193548387096776,65.7741935483871,55.29032258064516,1.3,34.12903225806452,73.16129032258064,37.9,67.06666666666666,57.36666666666667,2.1,28.7,69.9,40.516129032258064,71.7741935483871,62.903225806451616,0.5,28.35483870967742,72.06451612903226,48.266666666666666,84.43333333333334,73.83333333333333,0.30000000000000004,11.1,60.0,49.96774193548387,86.2258064516129,75.45161290322581,0.7999999999999999,12.516129032258064,62.25806451612903,48.61290322580645,86.25806451612904,73.80645161290323,0.1,14.0,63.516129032258064
394,694,Husch,2016,90,Philo,38.193548387096776,60.645161290322584,52.61290322580645,15.299999999999999,50.38709677419355,82.58064516129032,40.7,65.63333333333334,57.36666666666667,1.3,42.0,74.83333333333333,44.064516129032256,71.2258064516129,63.70967741935484,0.5,37.96774193548387,72.12903225806451,47.266666666666666,81.5,70.93333333333334,0.7,17.233333333333334,60.6,50.54838709677419,85.64516129032258,75.09677419354838,0.0,11.64516129032258,58.74193548387097,47.903225806451616,87.2258064516129,73.3225806451613,0.1,2.4838709677419355,62.774193548387096
395,695,Husch,2016,85,Philo,38.193548387096776,60.645161290322584,52.61290322580645,15.299999999999999,50.38709677419355,82.58064516129032,40.7,65.63333333333334,57.36666666666667,1.3,42.0,74.83333333333333,44.064516129032256,71.2258064516129,63.70967741935484,0.5,37.96774193548387,72.12903225806451,47.266666666666666,81.5,70.93333333333334,0.7,17.233333333333334,60.6,50.54838709677419,85.64516129032258,75.09677419354838,0.0,11.64516129032258,58.74193548387097,47.903225806451616,87.2258064516129,73.3225806451613,0.1,2.4838709677419355,62.774193548387096
396,698,Albertina,2009,87,Hopland,39.61290322580645,59.03225806451613,51.74193548387097,4.1,28.483870967741936,73.2258064516129,41.9,65.43333333333334,57.233333333333334,0.7999999999999999,17.133333333333333,61.6,48.87096774193548,74.51612903225806,67.0,2.3000000000000003,21.70967741935484,61.45161290322581,51.0,76.76666666666667,70.16666666666667,0.30000000000000004,22.033333333333335,62.5,55.774193548387096,87.74193548387096,78.90322580645162,0.0,2.3548387096774195,47.645161290322584,55.16129032258065,85.7741935483871,75.80645161290323,0.3,5.516129032258065,51.58064516129032
397,699,Albertina,2009,86,Hopland,39.61290322580645,59.03225806451613,51.74193548387097,4.1,28.483870967741936,73.2258064516129,41.9,65.43333333333334,57.233333333333334,0.7999999999999999,17.133333333333333,61.6,48.87096774193548,74.51612903225806,67.0,2.3000000000000003,21.70967741935484,61.45161290322581,51.0,76.76666666666667,70.16666666666667,0.30000000000000004,22.033333333333335,62.5,55.774193548387096,87.74193548387096,78.90322580645162,0.0,2.3548387096774195,47.645161290322584,55.16129032258065,85.7741935483871,75.80645161290323,0.3,5.516129032258065,51.58064516129032
398,701,Silverado,2009,86,Napa,45.41935483870968,62.774193548387096,55.903225806451616,2.8000000000000007,24.032258064516128,71.90322580645162,47.166666666666664,68.83333333333333,61.266666666666666,1.5,15.633333333333333,60.833333333333336,52.58064516129032,76.16129032258064,69.06451612903226,1.4000000000000001,19.322580645161292,60.96774193548387,55.5,78.56666666666666,71.73333333333333,0.30000000000000004,16.066666666666666,60.166666666666664,57.38709677419355,85.6774193548387,77.06451612903226,0.0,3.967741935483871,52.29032258064516,59.096774193548384,85.45161290322581,76.74193548387096,0.0,4.903225806451613,53.903225806451616
399,702,Silverado,2009,88,Napa,45.41935483870968,62.774193548387096,55.903225806451616,2.8000000000000007,24.032258064516128,71.90322580645162,47.166666666666664,68.83333333333333,61.266666666666666,1.5,15.633333333333333,60.833333333333336,52.58064516129032,76.16129032258064,69.06451612903226,1.4000000000000001,19.322580645161292,60.96774193548387,55.5,78.56666666666666,71.73333333333333,0.30000000000000004,16.066666666666666,60.166666666666664,57.38709677419355,85.6774193548387,77.06451612903226,0.0,3.967741935483871,52.29032258064516,59.096774193548384,85.45161290322581,76.74193548387096,0.0,4.903225806451613,53.903225806451616
400,703,Silverado,2010,88,Napa,43.645161290322584,62.516129032258064,55.12903225806452,3.3000000000000003,26.838709677419356,73.25806451612904,44.733333333333334,62.666666666666664,56.666666666666664,4.800000000000001,27.9,73.63333333333334,47.774193548387096,68.12903225806451,61.903225806451616,2.2,23.096774193548388,64.58064516129032,56.0,80.0,72.96666666666667,0.0,10.9,56.03333333333333,55.67741935483871,84.25806451612904,75.58064516129032,0.0,1.4838709677419355,54.774193548387096,52.935483870967744,83.83870967741936,73.51612903225806,0.0,5.193548387096774,61.25806451612903
401,704,Silverado,2012,91,Napa,42.354838709677416,59.16129032258065,52.83870967741935,9.2,42.645161290322584,77.61290322580645,45.7,66.56666666666666,59.7,2.9,24.833333333333332,74.33333333333333,49.29032258064516,73.51612903225806,66.25806451612904,0.30000000000000004,11.32258064516129,64.58064516129032,53.6,78.1,70.86666666666666,0.1,7.566666666666666,60.9,55.83870967741935,81.12903225806451,72.70967741935483,0.0,4.032258064516129,65.0,56.935483870967744,83.29032258064517,73.90322580645162,0.0,4.580645161290323,60.38709677419355
402,705,Silverado,2012,90,Napa,42.354838709677416,59.16129032258065,52.83870967741935,9.2,42.645161290322584,77.61290322580645,45.7,66.56666666666666,59.7,2.9,24.833333333333332,74.33333333333333,49.29032258064516,73.51612903225806,66.25806451612904,0.30000000000000004,11.32258064516129,64.58064516129032,53.6,78.1,70.86666666666666,0.1,7.566666666666666,60.9,55.83870967741935,81.12903225806451,72.70967741935483,0.0,4.032258064516129,65.0,56.935483870967744,83.29032258064517,73.90322580645162,0.0,4.580645161290323,60.38709677419355
403,708,Kenefick Ranch,2009,83,Calistoga,42.16129032258065,62.25806451612903,54.32258064516129,5.299999999999999,27.483870967741936,70.58064516129032,43.833333333333336,69.03333333333333,60.1,1.1,17.666666666666668,57.7,49.483870967741936,77.19354838709677,69.0,1.2,21.096774193548388,58.45161290322581,50.833333333333336,79.53333333333333,71.73333333333333,0.30000000000000004,19.933333333333334,58.03333333333333,54.25806451612903,88.48387096774194,78.7741935483871,0.0,2.5161290322580645,47.806451612903224,54.516129032258064,87.03225806451613,76.93548387096774,0.1,5.419354838709677,50.58064516129032
404,709,Kenefick Ranch,2010,91,Calistoga,39.0,61.38709677419355,52.61290322580645,4.7,31.870967741935484,73.29032258064517,40.36666666666667,61.666666666666664,54.43333333333333,7.000000000000001,33.43333333333333,72.7,43.774193548387096,67.7741935483871,60.58064516129032,2.5,27.0,63.16129032258065,52.2,81.4,73.3,0.0,13.466666666666667,53.06666666666667,52.483870967741936,87.35483870967742,77.35483870967742,0.0,1.1612903225806452,51.41935483870968,47.903225806451616,87.74193548387096,74.90322580645162,0.0,3.5806451612903225,57.29032258064516
405,710,Kenefick Ranch,2012,86,Calistoga,36.67741935483871,57.70967741935484,50.0,12.699999999999998,48.87096774193548,77.7741935483871,40.03333333333333,66.03333333333333,57.666666666666664,2.6999999999999997,26.666666666666668,73.3,44.225806451612904,74.93548387096774,65.90322580645162,0.7,12.935483870967742,62.516129032258064,48.333333333333336,79.66666666666667,71.03333333333333,0.0,8.533333333333333,58.266666666666666,51.12903225806452,84.2258064516129,74.16129032258064,0.0,3.6451612903225805,61.67741935483871,53.193548387096776,87.0,75.61290322580645,0.0,3.2903225806451615,55.38709677419355
406,711,Kenefick Ranch,2012,88,Calistoga,36.67741935483871,57.70967741935484,50.0,12.699999999999998,48.87096774193548,77.7741935483871,40.03333333333333,66.03333333333333,57.666666666666664,2.6999999999999997,26.666666666666668,73.3,44.225806451612904,74.93548387096774,65.90322580645162,0.7,12.935483870967742,62.516129032258064,48.333333333333336,79.66666666666667,71.03333333333333,0.0,8.533333333333333,58.266666666666666,51.12903225806452,84.2258064516129,74.16129032258064,0.0,3.6451612903225805,61.67741935483871,53.193548387096776,87.0,75.61290322580645,0.0,3.2903225806451615,55.38709677419355
407,712,Kenefick Ranch,2012,91,Calistoga,36.67741935483871,57.70967741935484,50.0,12.699999999999998,48.87096774193548,77.7741935483871,40.03333333333333,66.03333333333333,57.666666666666664,2.6999999999999997,26.666666666666668,73.3,44.225806451612904,74.93548387096774,65.90322580645162,0.7,12.935483870967742,62.516129032258064,48.333333333333336,79.66666666666667,71.03333333333333,0.0,8.533333333333333,58.266666666666666,51.12903225806452,84.2258064516129,74.16129032258064,0.0,3.6451612903225805,61.67741935483871,53.193548387096776,87.0,75.61290322580645,0.0,3.2903225806451615,55.38709677419355
408,713,Kenefick Ranch,2013,90,Calistoga,40.29032258064516,65.87096774193549,56.45161290322581,2.3000000000000003,30.870967741935484,67.61290322580645,44.833333333333336,74.46666666666667,64.7,0.4,16.066666666666666,56.766666666666666,46.87096774193548,78.7741935483871,69.16129032258064,0.5,14.290322580645162,53.32258064516129,51.86666666666667,84.23333333333333,75.3,1.1,15.5,54.3,53.903225806451616,88.06451612903226,78.0,0.0,2.806451612903226,54.67741935483871,52.67741935483871,85.12903225806451,74.54838709677419,0.0,4.67741935483871,59.67741935483871
409,714,Kenefick Ranch,2013,90,Calistoga,40.29032258064516,65.87096774193549,56.45161290322581,2.3000000000000003,30.870967741935484,67.61290322580645,44.833333333333336,74.46666666666667,64.7,0.4,16.066666666666666,56.766666666666666,46.87096774193548,78.7741935483871,69.16129032258064,0.5,14.290322580645162,53.32258064516129,51.86666666666667,84.23333333333333,75.3,1.1,15.5,54.3,53.903225806451616,88.06451612903226,78.0,0.0,2.806451612903226,54.67741935483871,52.67741935483871,85.12903225806451,74.54838709677419,0.0,4.67741935483871,59.67741935483871
410,715,Kenefick Ranch,2014,90,Calistoga,42.193548387096776,64.6774193548387,56.54838709677419,4.800000000000001,40.74193548387097,71.06451612903226,42.666666666666664,71.53333333333333,62.0,1.5999999999999999,24.633333333333333,66.13333333333334,47.806451612903224,80.06451612903226,70.25806451612904,0.1,17.35483870967742,52.12903225806452,51.166666666666664,86.73333333333333,76.9,0.0,4.933333333333334,50.96666666666667,55.16129032258065,89.0,78.80645161290323,0.0,11.35483870967742,55.935483870967744,54.29032258064516,85.16129032258064,75.12903225806451,0.2,9.548387096774194,60.41935483870968
411,716,Kale,2009,89,Napa,45.41935483870968,62.774193548387096,55.903225806451616,2.8000000000000007,24.032258064516128,71.90322580645162,47.166666666666664,68.83333333333333,61.266666666666666,1.5,15.633333333333333,60.833333333333336,52.58064516129032,76.16129032258064,69.06451612903226,1.4000000000000001,19.322580645161292,60.96774193548387,55.5,78.56666666666666,71.73333333333333,0.30000000000000004,16.066666666666666,60.166666666666664,57.38709677419355,85.6774193548387,77.06451612903226,0.0,3.967741935483871,52.29032258064516,59.096774193548384,85.45161290322581,76.74193548387096,0.0,4.903225806451613,53.903225806451616
412,717,Kale,2014,90,Napa,47.0,65.90322580645162,58.903225806451616,2.7,35.096774193548384,71.96774193548387,47.43333333333333,71.66666666666667,63.46666666666667,1.4,22.633333333333333,68.26666666666667,52.225806451612904,79.06451612903226,70.80645161290323,0.0,17.161290322580644,55.41935483870968,55.03333333333333,84.4,75.3,0.0,5.766666666666667,55.93333333333333,59.483870967741936,86.06451612903226,77.03225806451613,0.0,10.806451612903226,59.96774193548387,58.903225806451616,83.03225806451613,74.48387096774194,0.0,7.838709677419355,64.16129032258064
413,718,Kale,2014,90,Napa,47.0,65.90322580645162,58.903225806451616,2.7,35.096774193548384,71.96774193548387,47.43333333333333,71.66666666666667,63.46666666666667,1.4,22.633333333333333,68.26666666666667,52.225806451612904,79.06451612903226,70.80645161290323,0.0,17.161290322580644,55.41935483870968,55.03333333333333,84.4,75.3,0.0,5.766666666666667,55.93333333333333,59.483870967741936,86.06451612903226,77.03225806451613,0.0,10.806451612903226,59.96774193548387,58.903225806451616,83.03225806451613,74.48387096774194,0.0,7.838709677419355,64.16129032258064
414,719,Talisman,2009,88,Glen Ellen,44.16129032258065,61.83870967741935,55.0,4.500000000000001,25.161290322580644,71.16129032258064,45.2,67.53333333333333,59.9,1.2,16.333333333333332,60.166666666666664,49.354838709677416,74.58064516129032,67.61290322580645,1.9000000000000001,20.741935483870968,62.12903225806452,52.63333333333333,76.96666666666667,70.6,0.2,17.233333333333334,61.5,54.83870967741935,83.7741935483871,75.70967741935483,0.0,3.6451612903225805,53.774193548387096,56.064516129032256,83.29032258064517,74.96774193548387,0.0,5.290322580645161,55.645161290322584
415,720,Talisman,2012,88,Glen Ellen,38.16129032258065,58.74193548387097,51.12903225806452,11.799999999999997,48.29032258064516,77.90322580645162,41.53333333333333,66.03333333333333,58.3,2.8000000000000003,27.766666666666666,74.53333333333333,45.645161290322584,73.12903225806451,65.41935483870968,0.5,13.161290322580646,65.96774193548387,51.06666666666667,77.46666666666667,70.5,0.1,9.533333333333333,62.333333333333336,52.25806451612903,80.45161290322581,71.87096774193549,0.0,4.967741935483871,66.51612903225806,53.25806451612903,82.29032258064517,72.87096774193549,0.0,4.516129032258065,62.0
416,721,Talisman,2013,90,Glen Ellen,40.935483870967744,65.51612903225806,56.41935483870968,1.9000000000000004,29.903225806451612,69.58064516129032,44.43333333333333,73.83333333333333,64.5,0.6,15.8,59.53333333333333,48.03225806451613,77.19354838709677,68.7741935483871,0.6,14.741935483870968,57.38709677419355,52.96666666666667,81.66666666666667,74.06666666666666,1.2,17.0,59.5,54.41935483870968,83.16129032258064,74.64516129032258,0.0,3.806451612903226,61.096774193548384,54.41935483870968,81.6774193548387,72.74193548387096,0.0,5.516129032258065,65.06451612903226
417,722,Talisman,2013,91,Glen Ellen,40.935483870967744,65.51612903225806,56.41935483870968,1.9000000000000004,29.903225806451612,69.58064516129032,44.43333333333333,73.83333333333333,64.5,0.6,15.8,59.53333333333333,48.03225806451613,77.19354838709677,68.7741935483871,0.6,14.741935483870968,57.38709677419355,52.96666666666667,81.66666666666667,74.06666666666666,1.2,17.0,59.5,54.41935483870968,83.16129032258064,74.64516129032258,0.0,3.806451612903226,61.096774193548384,54.41935483870968,81.6774193548387,72.74193548387096,0.0,5.516129032258065,65.06451612903226
418,723,Talisman,2013,89,Glen Ellen,40.935483870967744,65.51612903225806,56.41935483870968,1.9000000000000004,29.903225806451612,69.58064516129032,44.43333333333333,73.83333333333333,64.5,0.6,15.8,59.53333333333333,48.03225806451613,77.19354838709677,68.7741935483871,0.6,14.741935483870968,57.38709677419355,52.96666666666667,81.66666666666667,74.06666666666666,1.2,17.0,59.5,54.41935483870968,83.16129032258064,74.64516129032258,0.0,3.806451612903226,61.096774193548384,54.41935483870968,81.6774193548387,72.74193548387096,0.0,5.516129032258065,65.06451612903226
419,724,Talisman,2014,93,Glen Ellen,43.38709677419355,65.45161290322581,57.225806451612904,4.4,39.064516129032256,72.0,44.3,71.13333333333334,62.5,1.6,24.566666666666666,68.53333333333333,48.54838709677419,78.61290322580645,70.03225806451613,0.0,19.161290322580644,56.38709677419355,52.03333333333333,83.76666666666667,74.8,0.0,5.766666666666667,57.166666666666664,55.38709677419355,84.96774193548387,76.12903225806451,0.0,11.709677419354838,61.74193548387097,55.225806451612904,81.96774193548387,73.12903225806451,0.0,9.129032258064516,65.58064516129032
420,725,Talisman,2014,93,Glen Ellen,43.38709677419355,65.45161290322581,57.225806451612904,4.4,39.064516129032256,72.0,44.3,71.13333333333334,62.5,1.6,24.566666666666666,68.53333333333333,48.54838709677419,78.61290322580645,70.03225806451613,0.0,19.161290322580644,56.38709677419355,52.03333333333333,83.76666666666667,74.8,0.0,5.766666666666667,57.166666666666664,55.38709677419355,84.96774193548387,76.12903225806451,0.0,11.709677419354838,61.74193548387097,55.225806451612904,81.96774193548387,73.12903225806451,0.0,9.129032258064516,65.58064516129032
421,726,Trinchero,2009,92,Saint Helena,41.12903225806452,62.774193548387096,54.41935483870968,4.899999999999999,28.838709677419356,70.64516129032258,43.36666666666667,69.4,60.46666666666667,1.5,18.966666666666665,57.56666666666667,49.32258064516129,78.38709677419355,69.54838709677419,1.5,22.387096774193548,58.096774193548384,51.733333333333334,80.5,72.1,0.2,21.733333333333334,57.266666666666666,54.32258064516129,89.51612903225806,78.96774193548387,0.0,4.354838709677419,47.67741935483871,54.16129032258065,88.16129032258064,77.61290322580645,0.0,6.354838709677419,50.03225806451613
422,727,Trinchero,2012,91,Saint Helena,35.87096774193548,57.96774193548387,50.03225806451613,12.2,50.096774193548384,78.12903225806451,39.4,66.63333333333334,57.7,2.9000000000000004,29.066666666666666,73.73333333333333,43.83870967741935,75.58064516129032,66.0,0.6000000000000001,14.709677419354838,62.903225806451616,48.666666666666664,80.56666666666666,71.33333333333333,0.1,9.9,58.2,51.483870967741936,84.7741935483871,74.06451612903226,0.0,5.774193548387097,61.935483870967744,52.645161290322584,87.64516129032258,75.51612903225806,0.0,3.6129032258064515,55.96774193548387
423,728,Beaver Creek,2009,85,Middletown,42.16129032258065,62.25806451612903,54.32258064516129,5.299999999999999,27.483870967741936,70.58064516129032,43.833333333333336,69.03333333333333,60.1,1.1,17.666666666666668,57.7,49.483870967741936,77.19354838709677,69.0,1.2,21.096774193548388,58.45161290322581,50.833333333333336,79.53333333333333,71.73333333333333,0.30000000000000004,19.933333333333334,58.03333333333333,54.25806451612903,88.48387096774194,78.7741935483871,0.0,2.5161290322580645,47.806451612903224,54.516129032258064,87.03225806451613,76.93548387096774,0.1,5.419354838709677,50.58064516129032
424,729,Stephen Vincent,2009,85,Petaluma,47.903225806451616,60.58064516129032,55.58064516129032,3.3000000000000007,23.451612903225808,71.61290322580645,49.266666666666666,64.76666666666667,59.2,1.1,14.966666666666667,62.666666666666664,53.354838709677416,69.58064516129032,64.6774193548387,1.8000000000000003,19.483870967741936,66.19354838709677,56.36666666666667,72.0,67.46666666666667,0.2,15.766666666666667,65.8,58.225806451612904,76.96774193548387,71.58064516129032,0.0,3.2903225806451615,60.0,60.16129032258065,77.45161290322581,71.93548387096774,0.0,4.870967741935484,61.483870967741936
